Timestamp,Voltage1,Voltage2,Current,Capacity
4470312,8.18,8.18,9.29,11.54
4470846,8.18,8.20,9.29,11.54
4471379,8.18,8.20,9.29,11.54
4471913,8.18,8.20,9.29,11.54
4472446,8.18,8.20,9.29,11.55
4472983,8.18,8.20,9.29,11.55
4473517,8.18,8.20,9.29,11.55
4474050,8.18,8.20,9.29,11.55
4474584,8.18,8.18,9.29,11.55
4475117,8.18,8.20,9.29,11.55
4475651,8.18,8.20,9.29,11.55
4476184,8.18,8.20,9.29,11.56
4476718,8.18,8.20,9.29,11.56
4477251,8.18,8.18,9.29,11.56
4477785,8.18,8.20,9.29,11.56
4478317,8.18,8.20,9.29,11.56
4478852,8.18,8.20,9.29,11.56
4479384,8.18,8.20,9.29,11.56
4479918,8.18,8.18,9.29,11.57
4480452,8.15,8.20,9.32,11.60
4480985,8.18,8.20,9.29,11.57
4481518,8.18,8.20,9.29,11.57
4482055,8.18,8.20,9.29,11.57
4482588,8.18,8.18,9.29,11.57
4483122,8.18,8.20,9.29,11.57
4483655,8.18,8.20,9.29,11.58
4484189,8.18,8.18,9.29,11.58
4484722,8.18,8.18,9.29,11.58
4485256,8.18,8.20,9.29,11.58
4485789,8.18,8.20,9.29,11.58
4486322,8.18,8.18,9.29,11.58
4486856,8.18,8.18,9.29,11.58
4487390,8.18,8.20,9.29,11.58
4487922,8.18,8.18,9.29,11.59
4488457,8.18,8.20,9.29,11.59
4488989,8.18,8.20,9.29,11.59
4489523,8.18,8.20,9.29,11.59
4490059,8.18,8.20,9.29,11.59
4490593,8.18,8.20,9.29,11.59
4491128,8.18,8.18,9.29,11.59
4491662,8.18,8.18,9.29,11.60
4492195,8.18,8.18,9.29,11.60
4492729,8.18,8.20,9.29,11.60
4493262,8.18,8.20,9.29,11.60
4493796,8.18,8.20,9.29,11.60
4494329,8.18,8.20,9.29,11.60
4494863,8.18,8.20,9.29,11.60
4495396,8.20,8.20,9.29,11.61
4495930,8.18,8.20,9.29,11.61
4496463,8.18,8.18,9.29,11.61
4496997,8.18,8.20,9.29,11.61
4497530,8.18,8.18,9.32,11.65
4498064,8.18,8.20,9.29,11.61
4498597,8.18,8.20,9.29,11.61
4499131,8.18,8.18,9.29,11.62
4499664,8.18,8.20,9.29,11.62
4500200,8.18,8.20,9.29,11.62
4500733,8.18,8.18,9.29,11.62
4501267,8.18,8.20,9.29,11.62
4501800,8.18,8.20,9.29,11.62
4502334,8.18,8.18,9.29,11.62
4502867,8.20,8.20,9.32,11.66
4503401,8.18,8.18,9.29,11.63
4503934,8.18,8.20,9.29,11.63
4504468,8.18,8.20,9.29,11.63
4505001,8.18,8.20,9.29,11.63
4505535,8.18,8.20,9.29,11.63
4506068,8.18,8.20,9.29,11.63
4506602,8.18,8.18,9.29,11.63
4507136,8.18,8.20,9.29,11.64
4507669,8.18,8.20,9.29,11.64
4508203,8.18,8.20,9.29,11.64
4508736,8.18,8.20,9.29,11.64
4509275,8.18,8.20,9.29,11.64
4509808,8.18,8.20,9.27,11.61
4510342,8.18,8.20,9.29,11.64
4510875,8.18,8.20,9.29,11.65
4511408,8.18,8.18,9.29,11.65
4511942,8.18,8.20,9.29,11.65
4512476,8.18,8.18,9.29,11.65
4513008,8.18,8.20,9.29,11.65
4513543,8.18,8.18,9.29,11.65
4514075,8.18,8.20,9.29,11.65
4514609,8.18,8.20,9.29,11.66
4515143,8.18,8.18,9.32,11.69
4515676,8.15,8.20,9.29,11.66
4516209,8.20,8.20,9.29,11.66
4516743,8.18,8.18,9.29,11.66
4517276,8.18,8.20,9.29,11.66
4517810,8.18,8.18,9.29,11.66
4518346,8.18,8.20,9.29,11.66
4518880,8.18,8.18,9.29,11.67
4519413,8.18,8.20,9.29,11.67
4519947,8.18,8.20,9.29,11.67
4520480,8.20,8.20,9.29,11.67
4521014,8.18,8.20,9.29,11.67
4521547,8.18,8.20,9.29,11.67
4522081,8.18,8.20,9.29,11.67
4522613,8.20,8.20,9.29,11.68
4523148,8.20,8.20,9.29,11.68
4523680,8.18,8.20,9.29,11.68
4524214,8.18,8.18,9.29,11.68
4524748,8.18,8.18,9.29,11.68
4525281,8.18,8.18,9.29,11.68
4525814,8.18,8.20,9.29,11.68
4526348,8.18,8.20,9.29,11.69
4526881,8.18,8.20,9.27,11.65
4527418,8.18,8.20,9.29,11.69
4527951,8.18,8.20,9.29,11.69
4528485,8.18,8.20,9.29,11.69
4529020,8.18,8.20,9.29,11.69
4529554,8.18,8.20,9.29,11.69
4530087,8.18,8.18,9.29,11.70
4530621,8.18,8.20,9.29,11.70
4531154,8.18,8.18,9.29,11.70
4531688,8.18,8.20,9.29,11.70
4532221,8.18,8.20,9.29,11.70
4532755,8.18,8.20,9.29,11.70
4533288,8.18,8.20,9.29,11.70
4533822,8.18,8.20,9.29,11.70
4534355,8.18,8.20,9.29,11.71
4534888,8.18,8.18,9.29,11.71
4535422,8.18,8.20,9.29,11.71
4535955,8.18,8.18,9.29,11.71
4536492,8.15,8.20,9.29,11.71
4537025,8.18,8.18,9.29,11.71
4537559,8.18,8.20,9.29,11.71
4538092,8.18,8.20,9.27,11.68
4538626,8.18,8.20,9.29,11.72
4539159,8.18,8.20,9.29,11.72
4539693,8.18,8.18,9.29,11.72
4540226,8.18,8.20,9.29,11.72
4540760,8.18,8.18,9.29,11.72
4541293,8.18,8.20,9.29,11.72
4541827,8.18,8.20,9.29,11.73
4542360,8.18,8.20,9.29,11.73
4542894,8.18,8.20,9.29,11.73
4543427,8.18,8.18,9.29,11.73
4543961,8.18,8.20,9.29,11.73
4544494,8.18,8.20,9.29,11.73
4545028,8.18,8.18,9.29,11.73
4545561,8.18,8.20,9.29,11.74
4546092,8.15,8.20,9.29,11.74
4546625,8.18,8.20,9.29,11.74
4547159,8.18,8.20,9.29,11.74
4547692,8.18,8.20,9.29,11.74
4548226,8.18,8.20,9.29,11.74
4548762,8.18,8.20,9.29,11.74
4549296,8.18,8.18,9.29,11.74
4549829,8.18,8.20,9.29,11.75
4550363,8.18,8.20,9.29,11.75
4550896,8.18,8.18,9.29,11.75
4551430,8.18,8.18,9.29,11.75
4551963,8.18,8.18,9.29,11.75
4552496,8.18,8.20,9.29,11.75
4553030,8.18,8.20,9.29,11.75
4553563,8.18,8.20,9.29,11.76
4554096,8.18,8.18,9.29,11.76
4554631,8.18,8.20,9.29,11.76
4555166,8.18,8.18,9.29,11.76
4555700,8.18,8.20,9.29,11.76
4556233,8.18,8.20,9.29,11.76
4556767,8.18,8.20,9.29,11.76
4557300,8.18,8.18,9.29,11.77
4557834,8.18,8.20,9.29,11.77
4558367,8.20,8.20,9.29,11.77
4558901,8.18,8.20,9.29,11.77
4559434,8.18,8.20,9.29,11.77
4559968,8.18,8.20,9.29,11.77
4560501,8.18,8.20,9.29,11.77
4561035,8.18,8.20,9.29,11.78
4561567,8.18,8.20,9.29,11.78
4562102,8.18,8.20,9.29,11.78
4562635,8.18,8.20,9.29,11.78
4563168,8.18,8.20,9.29,11.78
4563702,8.18,8.20,9.32,11.82
4564238,8.18,8.20,9.29,11.78
4564771,8.18,8.20,9.29,11.78
4565305,8.18,8.20,9.29,11.79
4565838,8.18,8.18,9.29,11.79
4566372,8.18,8.20,9.29,11.79
4566905,8.18,8.20,9.29,11.79
4567439,8.18,8.18,9.29,11.79
4567974,8.18,8.20,9.29,11.79
4568508,8.18,8.18,9.29,11.79
4569041,8.20,8.20,9.29,11.80
4569575,8.20,8.20,9.29,11.80
4570108,8.18,8.20,9.29,11.80
4570642,8.18,8.20,9.29,11.80
4571175,8.18,8.20,9.29,11.80
4571709,8.20,8.18,9.29,11.80
4572242,8.18,8.20,9.32,11.84
4572776,8.18,8.18,9.29,11.81
4573313,8.18,8.18,9.29,11.81
4573845,8.15,8.20,9.29,11.81
4574379,8.18,8.20,9.29,11.81
4574912,8.18,8.18,9.29,11.81
4575446,8.18,8.20,9.29,11.81
4575979,8.18,8.18,9.29,11.81
4576513,8.18,8.20,9.29,11.82
4577046,8.18,8.18,9.32,11.85
4577580,8.18,8.20,9.29,11.82
4578113,8.18,8.18,9.29,11.82
4578647,8.18,8.18,9.29,11.82
4579180,8.18,8.20,9.29,11.82
4579714,8.18,8.20,9.32,11.86
4580247,8.18,8.20,9.29,11.82
4580781,8.18,8.20,9.29,11.83
4581314,8.18,8.20,9.29,11.83
4581848,8.18,8.20,9.29,11.83
4582384,8.18,8.20,9.27,11.79
4582917,8.18,8.20,9.29,11.83
4583450,8.18,8.18,9.29,11.83
4583985,8.18,8.20,9.29,11.83
4584517,8.18,8.20,9.29,11.84
4585051,8.18,8.18,9.29,11.84
4585584,8.18,8.18,9.29,11.84
4586118,8.18,8.20,9.29,11.84
4586651,8.18,8.20,9.29,11.84
4587185,8.18,8.20,9.29,11.84
4587721,8.18,8.18,9.29,11.84
4588255,8.18,8.20,9.29,11.85
4588788,8.18,8.20,9.29,11.85
4589322,8.18,8.18,9.29,11.85
4589855,8.18,8.18,9.29,11.85
4590389,8.18,8.20,9.29,11.85
4590922,8.18,8.20,9.29,11.85
4591458,8.18,8.20,9.29,11.85
4591991,8.18,8.20,9.29,11.85
4592525,8.18,8.20,9.29,11.86
4593058,8.18,8.18,9.29,11.86
4593592,8.18,8.20,9.29,11.86
4594125,8.18,8.20,9.29,11.86
4594659,8.18,8.20,9.29,11.86
4595192,8.18,8.20,9.32,11.90
4595726,8.18,8.20,9.29,11.86
4596259,8.18,8.20,9.29,11.87
4596793,8.18,8.20,9.29,11.87
4597326,8.18,8.20,9.29,11.87
4597860,8.18,8.20,9.29,11.87
4598393,8.18,8.20,9.29,11.87
4598927,8.18,8.18,9.29,11.87
4599459,8.20,8.18,9.29,11.87
4599994,8.18,8.20,9.29,11.88
4600529,8.18,8.20,9.29,11.88
4601063,8.20,8.20,9.29,11.88
4601596,8.18,8.18,9.32,11.92
4602130,8.20,8.20,9.29,11.88
4602663,8.18,8.20,9.29,11.88
4603197,8.18,8.18,9.29,11.88
4603730,8.18,8.20,9.29,11.89
4604264,8.18,8.20,9.29,11.89
4604797,8.18,8.20,9.29,11.89
4605331,8.18,8.20,9.29,11.89
4605864,8.18,8.20,9.29,11.89
4606398,8.18,8.20,9.29,11.89
4606934,8.18,8.20,9.29,11.89
4607467,8.18,8.20,9.29,11.89
4608001,8.18,8.18,9.32,11.93
4608534,8.18,8.20,9.29,11.90
4609068,8.18,8.20,9.29,11.90
4609604,8.18,8.20,9.29,11.90
4610137,8.18,8.20,9.29,11.90
4610671,8.18,8.18,9.29,11.90
4611205,8.18,8.20,9.29,11.90
4611737,8.18,8.20,9.29,11.91
4612272,8.18,8.20,9.32,11.94
4612804,8.18,8.20,9.29,11.91
4613338,8.18,8.20,9.29,11.91
4613871,8.18,8.20,9.29,11.91
4614405,8.20,8.20,9.32,11.95
4614938,8.18,8.20,9.29,11.91
4615472,8.18,8.20,9.29,11.92
4616005,8.18,8.20,9.29,11.92
4616539,8.18,8.20,9.32,11.95
4617072,8.18,8.20,9.29,11.92
4617606,8.18,8.20,9.29,11.92
4618139,8.18,8.20,9.29,11.92
4618676,8.18,8.18,9.29,11.92
4619208,8.18,8.20,9.29,11.93
4619742,8.15,8.20,9.29,11.93
4620275,8.18,8.20,9.29,11.93
4620809,8.18,8.20,9.29,11.93
4621342,8.15,8.20,9.29,11.93
4621876,8.18,8.18,9.29,11.93
4622409,8.18,8.20,9.29,11.93
4622943,8.18,8.20,9.29,11.93
4623476,8.18,8.20,9.29,11.94
4624010,8.18,8.20,9.29,11.94
4624543,8.18,8.20,9.27,11.90
4625077,8.15,8.18,9.29,11.94
4625610,8.18,8.20,9.29,11.94
4626144,8.18,8.20,9.29,11.94
4626680,8.18,8.18,9.29,11.94
4627213,8.18,8.20,9.29,11.95
4627749,8.18,8.20,9.29,11.95
4628283,8.18,8.20,9.29,11.95
4628816,8.18,8.20,9.29,11.95
4629350,8.18,8.20,9.29,11.95
4629883,8.18,8.20,9.29,11.95
4630417,8.20,8.20,9.29,11.95
4630950,8.20,8.20,9.29,11.96
4631484,8.18,8.18,9.29,11.96
4632017,8.18,8.20,9.29,11.96
4632551,8.18,8.18,9.29,11.96
4633084,8.18,8.18,9.29,11.96
4633618,8.18,8.20,9.32,12.00
4634151,8.18,8.18,9.29,11.96
4634685,8.20,8.20,9.29,11.97
4635218,8.18,8.20,9.29,11.97
4635752,8.18,8.18,9.29,11.97
4636285,8.18,8.18,9.29,11.97
4636821,8.18,8.18,9.29,11.97
4637355,8.18,8.20,9.29,11.97
4637888,8.18,8.18,9.29,11.97
4638422,8.18,8.18,9.29,11.97
4638955,8.18,8.18,9.29,11.98
4639489,8.18,8.18,9.29,11.98
4640022,8.18,8.18,9.29,11.98
4640556,8.18,8.20,9.29,11.98
4641089,8.18,8.18,9.29,11.98
4641623,8.18,8.18,9.29,11.98
4642156,8.18,8.20,9.29,11.98
4642690,8.18,8.20,9.32,12.02
4643223,8.18,8.20,9.29,11.99
4643757,8.18,8.20,9.29,11.99
4644290,8.18,8.18,9.29,11.99
4644824,8.18,8.20,9.29,11.99
4645357,8.18,8.20,9.29,11.99
4645896,8.18,8.20,9.29,11.99
4646429,8.20,8.20,9.29,12.00
4646963,8.18,8.20,9.29,12.00
4647496,8.18,8.20,9.29,12.00
4648030,8.18,8.20,9.29,12.00
4648563,8.18,8.18,9.27,11.97
4649097,8.18,8.20,9.29,12.00
4649629,8.18,8.20,9.29,12.00
4650164,8.18,8.20,9.27,11.97
4650696,8.18,8.18,9.29,12.01
4651230,8.18,8.18,9.29,12.01
4651763,8.18,8.20,9.29,12.01
4652297,8.20,8.20,9.29,12.01
4652830,8.18,8.18,9.29,12.01
4653364,8.18,8.20,9.29,12.01
4653897,8.18,8.20,9.29,12.01
4654431,8.18,8.18,9.29,12.02
4654967,8.18,8.20,9.29,12.02
4655501,8.15,8.20,9.29,12.02
4656034,8.18,8.18,9.29,12.02
4656568,8.18,8.20,9.29,12.02
4657101,8.18,8.18,9.32,12.06
4657635,8.18,8.20,9.29,12.02
4658168,8.18,8.20,9.29,12.03
4658701,8.18,8.20,9.29,12.03
4659235,8.18,8.20,9.29,12.03
4659768,8.18,8.18,9.29,12.03
4660301,8.18,8.20,9.29,12.03
4660835,8.18,8.20,9.29,12.03
4661368,8.18,8.20,9.29,12.03
4661902,8.18,8.18,9.29,12.04
4662435,8.18,8.20,9.29,12.04
4662969,8.18,8.18,9.29,12.04
4663502,8.15,8.20,9.29,12.04
4664039,8.18,8.20,9.29,12.04
4664572,8.18,8.18,9.29,12.04
4665105,8.18,8.18,9.32,12.08
4665641,8.18,8.18,9.29,12.05
4666175,8.18,8.20,9.29,12.05
4666708,8.18,8.20,9.29,12.05
4667242,8.18,8.18,9.29,12.05
4667776,8.18,8.20,9.29,12.05
4668309,8.18,8.20,9.29,12.05
4668843,8.18,8.18,9.29,12.05
4669376,8.18,8.20,9.32,12.09
4669910,8.18,8.20,9.29,12.06
4670443,8.18,8.20,9.29,12.06
4670977,8.18,8.20,9.29,12.06
4671509,8.18,8.20,9.29,12.06
4672044,8.18,8.20,9.29,12.06
4672576,8.18,8.20,9.29,12.06
4673113,8.18,8.20,9.29,12.06
4673646,8.18,8.18,9.29,12.07
4674180,8.18,8.20,9.29,12.07
4674713,8.18,8.18,9.29,12.07
4675247,8.18,8.18,9.29,12.07
4675780,8.18,8.20,9.29,12.07
4676314,8.18,8.18,9.29,12.07
4676847,8.18,8.20,9.29,12.07
4677381,8.20,8.20,9.29,12.08
4677913,8.18,8.18,9.29,12.08
4678448,8.18,8.20,9.29,12.08
4678980,8.18,8.20,9.29,12.08
4679514,8.18,8.20,9.29,12.08
4680048,8.18,8.20,9.29,12.08
4680581,8.18,8.20,9.29,12.08
4681114,8.18,8.20,9.29,12.09
4681648,8.18,8.20,9.29,12.09
4682181,8.18,8.20,9.29,12.09
4682713,8.15,8.18,9.29,12.09
4683246,8.18,8.20,9.32,12.13
4683780,8.18,8.20,9.32,12.13
4684313,8.18,8.20,9.29,12.09
4684847,8.18,8.18,9.29,12.09
4685382,8.18,8.18,9.29,12.10
4685916,8.18,8.18,9.29,12.10
4686449,8.18,8.18,9.29,12.10
4686983,8.18,8.20,9.29,12.10
4687516,8.18,8.20,9.29,12.10
4688050,8.18,8.20,9.29,12.10
4688583,8.18,8.18,9.32,12.14
4689117,8.18,8.18,9.29,12.11
4689650,8.18,8.20,9.29,12.11
4690184,8.18,8.20,9.29,12.11
4690717,8.18,8.20,9.29,12.11
4691251,8.18,8.18,9.29,12.11
4691786,8.18,8.20,9.29,12.11
4692320,8.18,8.18,9.29,12.11
4692853,8.18,8.20,9.29,12.12
4693387,8.18,8.20,9.29,12.12
4693920,8.18,8.20,9.29,12.12
4694454,8.18,8.20,9.29,12.12
4694987,8.18,8.20,9.29,12.12
4695521,8.18,8.20,9.29,12.12
4696054,8.18,8.18,9.29,12.12
4696588,8.15,8.20,9.29,12.13
4697121,8.18,8.20,9.29,12.13
4697655,8.18,8.20,9.29,12.13
4698188,8.18,8.20,9.29,12.13
4698722,8.18,8.20,9.29,12.13
4699255,8.18,8.18,9.29,12.13
4699788,8.18,8.20,9.29,12.13
4700322,8.18,8.20,9.29,12.13
4700858,8.18,8.20,9.29,12.14
4701391,8.18,8.20,9.29,12.14
4701925,8.18,8.20,9.29,12.14
4702458,8.20,8.23,9.32,12.18
4702992,8.18,8.20,9.29,12.14
4703525,8.18,8.18,9.29,12.14
4704059,8.18,8.20,9.29,12.14
4704594,8.18,8.18,9.29,12.15
4705128,8.18,8.18,9.29,12.15
4705661,8.18,8.18,9.29,12.15
4706195,8.18,8.20,9.29,12.15
4706728,8.18,8.18,9.29,12.15
4707262,8.15,8.18,9.29,12.15
4707795,8.18,8.20,9.29,12.15
4708329,8.18,8.20,9.29,12.16
4708862,8.18,8.20,9.29,12.16
4709396,8.18,8.20,9.29,12.16
4709932,8.18,8.20,9.29,12.16
4710465,8.18,8.20,9.29,12.16
4711000,8.18,8.20,9.32,12.20
4711532,8.18,8.20,9.32,12.20
4712066,8.18,8.20,9.29,12.16
4712599,8.18,8.20,9.27,12.13
4713133,8.18,8.20,9.29,12.17
4713666,8.18,8.18,9.32,12.21
4714200,8.18,8.20,9.29,12.17
4714733,8.18,8.20,9.29,12.17
4715267,8.18,8.20,9.29,12.17
4715800,8.18,8.20,9.29,12.17
4716334,8.18,8.20,9.29,12.18
4716867,8.18,8.20,9.29,12.18
4717401,8.18,8.20,9.29,12.18
4717934,8.18,8.18,9.29,12.18
4718468,8.18,8.18,9.32,12.22
4719003,8.18,8.20,9.29,12.18
4719537,8.18,8.23,9.29,12.18
4720070,8.18,8.18,9.29,12.19
4720604,8.18,8.20,9.29,12.19
4721137,8.18,8.18,9.29,12.19
4721671,8.18,8.20,9.29,12.19
4722204,8.18,8.20,9.29,12.19
4722738,8.18,8.20,9.29,12.19
4723271,8.18,8.18,9.29,12.19
4723805,8.18,8.20,9.29,12.20
4724341,8.18,8.20,9.29,12.20
4724874,8.18,8.18,9.29,12.20
4725408,8.18,8.20,9.29,12.20
4725941,8.18,8.20,9.29,12.20
4726474,8.18,8.18,9.29,12.20
4727008,8.18,8.20,9.29,12.20
4727541,8.18,8.20,9.29,12.20
4728078,8.18,8.20,9.29,12.21
4728611,8.18,8.20,9.29,12.21
4729145,8.18,8.20,9.29,12.21
4729678,8.18,8.20,9.29,12.21
4730212,8.18,8.20,9.29,12.21
4730745,8.18,8.20,9.29,12.21
4731279,8.18,8.20,9.29,12.21
4731812,8.18,8.18,9.29,12.22
4732346,8.18,8.20,9.29,12.22
4732878,8.18,8.20,9.29,12.22
4733413,8.18,8.18,9.29,12.22
4733946,8.18,8.20,9.27,12.18
4734479,8.18,8.18,9.29,12.22
4735013,8.18,8.20,9.29,12.22
4735546,8.18,8.20,9.29,12.23
4736079,8.20,8.20,9.29,12.23
4736614,8.18,8.20,9.29,12.23
4737149,8.18,8.20,9.29,12.23
4737683,8.18,8.20,9.29,12.23
4738216,8.18,8.20,9.29,12.23
4738750,8.18,8.20,9.29,12.23
4739283,8.18,8.20,9.29,12.24
4739817,8.15,8.18,9.29,12.24
4740350,8.18,8.20,9.29,12.24
4740884,8.18,8.20,9.29,12.24
4741417,8.18,8.18,9.29,12.24
4741951,8.18,8.20,9.29,12.24
4742484,8.18,8.18,9.29,12.24
4743018,8.18,8.20,9.29,12.24
4743554,8.18,8.20,9.29,12.25
4744087,8.18,8.18,9.29,12.25
4744621,8.18,8.20,9.29,12.25
4745154,8.18,8.20,9.29,12.25
4745688,8.18,8.18,9.29,12.25
4746223,8.18,8.20,9.29,12.25
4746757,8.18,8.20,9.29,12.25
4747290,8.18,8.18,9.29,12.26
4747824,8.18,8.20,9.29,12.26
4748357,8.18,8.20,9.29,12.26
4748891,8.18,8.20,9.29,12.26
4749424,8.18,8.20,9.29,12.26
4749958,8.18,8.20,9.29,12.26
4750491,8.18,8.20,9.29,12.26
4751025,8.18,8.20,9.29,12.27
4751558,8.18,8.20,9.29,12.27
4752092,8.18,8.20,9.29,12.27
4752625,8.18,8.20,9.29,12.27
4753159,8.18,8.20,9.29,12.27
4753692,8.18,8.20,9.29,12.27
4754226,8.18,8.20,9.29,12.27
4754759,8.18,8.20,9.29,12.28
4755295,8.18,8.18,9.29,12.28
4755828,8.18,8.20,9.29,12.28
4756362,8.18,8.20,9.29,12.28
4756895,8.18,8.20,9.29,12.28
4757429,8.18,8.20,9.29,12.28
4757962,8.18,8.20,9.29,12.28
4758496,8.18,8.20,9.29,12.28
4759029,8.18,8.18,9.29,12.29
4759563,8.18,8.20,9.29,12.29
4760096,8.18,8.18,9.29,12.29
4760630,8.18,8.20,9.29,12.29
4761163,8.18,8.20,9.29,12.29
4761697,8.18,8.20,9.29,12.29
4762230,8.18,8.20,9.29,12.29
4762764,8.18,8.20,9.29,12.30
4763299,8.18,8.18,9.29,12.30
4763833,8.18,8.20,9.29,12.30
4764369,8.18,8.18,9.29,12.30
4764903,8.18,8.20,9.29,12.30
4765436,8.18,8.20,9.29,12.30
4765970,8.18,8.18,9.29,12.30
4766503,8.18,8.20,9.29,12.31
4767037,8.18,8.18,9.29,12.31
4767570,8.18,8.20,9.29,12.31
4768104,8.18,8.20,9.29,12.31
4768637,8.18,8.20,9.29,12.31
4769171,8.18,8.20,9.29,12.31
4769704,8.18,8.20,9.29,12.31
4770237,8.18,8.20,9.29,12.32
4770771,8.18,8.18,9.29,12.32
4771304,8.18,8.20,9.29,12.32
4771837,8.18,8.20,9.29,12.32
4772372,8.18,8.20,9.29,12.32
4772904,8.18,8.20,9.29,12.32
4773441,8.18,8.18,9.29,12.32
4773975,8.18,8.20,9.29,12.32
4774508,8.18,8.20,9.29,12.33
4775042,8.18,8.20,9.29,12.33
4775575,8.18,8.18,9.29,12.33
4776109,8.18,8.18,9.29,12.33
4776642,8.18,8.20,9.29,12.33
4777176,8.18,8.18,9.29,12.33
4777709,8.18,8.18,9.29,12.33
4778242,8.18,8.20,9.29,12.34
4778776,8.18,8.20,9.29,12.34
4779309,8.18,8.18,9.29,12.34
4779842,8.18,8.18,9.29,12.34
4780377,8.20,8.20,9.29,12.34
4780909,8.20,8.20,9.29,12.34
4781443,8.18,8.20,9.32,12.38
4781976,8.18,8.18,9.29,12.35
4782515,8.18,8.18,9.29,12.35
4783049,8.18,8.20,9.32,12.39
4783582,8.18,8.20,9.29,12.35
4784115,8.18,8.20,9.29,12.35
4784649,8.18,8.20,9.29,12.35
4785182,8.18,8.20,9.32,12.39
4785716,8.18,8.20,9.29,12.36
4786249,8.18,8.18,9.29,12.36
4786783,8.18,8.20,9.29,12.36
4787316,8.18,8.20,9.29,12.36
4787850,8.18,8.20,9.29,12.36
4788383,8.18,8.20,9.29,12.36
4788917,8.18,8.20,9.29,12.36
4789450,8.18,8.20,9.29,12.36
4789984,8.18,8.20,9.29,12.37
4790517,8.18,8.20,9.29,12.37
4791051,8.18,8.18,9.29,12.37
4791586,8.18,8.18,9.29,12.37
4792120,8.18,8.20,9.29,12.37
4792653,8.18,8.18,9.29,12.37
4793187,8.18,8.20,9.29,12.37
4793720,8.18,8.18,9.32,12.41
4794254,8.18,8.18,9.29,12.38
4794787,8.18,8.20,9.29,12.38
4795321,8.18,8.20,9.29,12.38
4795854,8.18,8.20,9.29,12.38
4796388,8.18,8.18,9.29,12.38
4796921,8.18,8.18,9.29,12.38
4797455,8.18,8.20,9.29,12.39
4797988,8.18,8.18,9.29,12.39
4798522,8.18,8.18,9.29,12.39
4799055,8.18,8.20,9.29,12.39
4799589,8.18,8.20,9.29,12.39
4800122,8.18,8.20,9.29,12.39
4800658,8.18,8.18,9.29,12.39
4801191,8.18,8.20,9.29,12.40
4801725,8.15,8.18,9.29,12.40
4802262,8.20,8.20,9.29,12.40
4802795,8.18,8.18,9.32,12.44
4803328,8.18,8.20,9.29,12.40
4803862,8.18,8.20,9.32,12.44
4804395,8.18,8.20,9.29,12.40
4804928,8.18,8.20,9.29,12.40
4805462,8.18,8.20,9.29,12.41
4805995,8.18,8.20,9.29,12.41
4806529,8.18,8.20,9.29,12.41
4807062,8.18,8.20,9.29,12.41
4807596,8.18,8.20,9.29,12.41
4808129,8.18,8.18,9.29,12.41
4808663,8.18,8.20,9.29,12.41
4809196,8.18,8.20,9.32,12.45
4809733,8.18,8.20,9.29,12.42
4810266,8.18,8.18,9.27,12.38
4810799,8.18,8.20,9.29,12.42
4811333,8.18,8.20,9.29,12.42
4811866,8.18,8.20,9.29,12.42
4812399,8.18,8.20,9.29,12.42
4812934,8.18,8.20,9.29,12.43
4813466,8.18,8.20,9.29,12.43
4814000,8.18,8.18,9.29,12.43
4814533,8.18,8.18,9.29,12.43
4815067,8.18,8.20,9.29,12.43
4815600,8.18,8.20,9.29,12.43
4816134,8.18,8.20,9.27,12.40
4816667,8.18,8.20,9.29,12.44
4817201,8.18,8.18,9.29,12.44
4817734,8.18,8.20,9.29,12.44
4818268,8.18,8.20,9.29,12.44
4818801,8.18,8.18,9.29,12.44
4819333,8.18,8.20,9.29,12.44
4819866,8.18,8.20,9.29,12.44
4820399,8.18,8.20,9.29,12.44
4820933,8.20,8.20,9.29,12.45
4821466,8.18,8.20,9.29,12.45
4822002,8.18,8.20,9.29,12.45
4822536,8.18,8.20,9.29,12.45
4823069,8.18,8.20,9.29,12.45
4823602,8.15,8.20,9.29,12.45
4824136,8.18,8.20,9.29,12.45
4824669,8.18,8.20,9.29,12.46
4825202,8.18,8.18,9.29,12.46
4825736,8.18,8.20,9.29,12.46
4826269,8.18,8.20,9.29,12.46
4826803,8.18,8.18,9.29,12.46
4827336,8.18,8.20,9.29,12.46
4827870,8.18,8.20,9.29,12.46
4828414,8.18,8.20,9.29,12.47
4828948,8.18,8.20,9.29,12.47
4829481,8.18,8.18,9.29,12.47
4830015,8.18,8.20,9.29,12.47
4830548,8.18,8.20,9.29,12.47
4831082,8.18,8.18,9.29,12.47
4831616,8.18,8.20,9.29,12.47
4832149,8.18,8.20,9.29,12.47
4832683,8.18,8.20,9.29,12.48
4833216,8.18,8.20,9.29,12.48
4833750,8.18,8.18,9.29,12.48
4834283,8.18,8.20,9.29,12.48
4834817,8.18,8.20,9.29,12.48
4835350,8.18,8.20,9.29,12.48
4835884,8.18,8.20,9.29,12.48
4836417,8.18,8.20,9.29,12.49
4836951,8.18,8.18,9.29,12.49
4837487,8.18,8.20,9.29,12.49
4838021,8.18,8.20,9.29,12.49
4838554,8.18,8.20,9.29,12.49
4839088,8.18,8.20,9.29,12.49
4839621,8.18,8.20,9.29,12.49
4840155,8.18,8.18,9.29,12.50
4840688,8.18,8.20,9.29,12.50
4841224,8.18,8.20,9.29,12.50
4841757,8.18,8.20,9.29,12.50
4842291,8.18,8.20,9.29,12.50
