current,voltage,capacity
1299.8,3.8076,405.8
1299.8,3.8076,405.8
1299.8,3.8076,405.9
1299.8,3.8076,405.9
1299.8,3.8076,405.9
1299.8,3.8076,406
1299.8,3.8076,406
1299.8,3.8076,406
1299.8,3.8076,406.1
1299.8,3.8076,406.1
1299.8,3.8076,406.2
1299.8,3.8079,406.2
1299.8,3.8079,406.2
1299.8,3.8079,406.3
1299.8,3.8079,406.3
1299.8,3.8079,406.3
1299.8,3.8079,406.4
1299.8,3.8079,406.4
1299.8,3.8079,406.4
1299.8,3.8079,406.5
1299.8,3.8079,406.5
1299.8,3.8079,406.6
1299.8,3.8082,406.6
1299.8,3.8082,406.6
1299.8,3.8082,406.7
1299.8,3.8082,406.7
1299.8,3.8082,406.7
1299.8,3.8082,406.8
1299.8,3.8082,406.8
1299.8,3.8082,406.8
1299.8,3.8082,406.9
1299.8,3.8082,406.9
1299.8,3.8082,406.9
1299.8,3.8082,407
1299.8,3.8082,407
1299.8,3.8085,407.1
1299.8,3.8085,407.1
1299.8,3.8085,407.1
1299.8,3.8085,407.2
1299.8,3.8085,407.2
1299.8,3.8085,407.2
1299.8,3.8085,407.3
1299.8,3.8085,407.3
1299.8,3.8085,407.3
1299.8,3.8085,407.4
1299.8,3.8085,407.4
1299.8,3.8085,407.5
1299.8,3.8085,407.5
1299.8,3.8092,407.5
1299.8,3.8092,407.6
1299.8,3.8092,407.6
1299.8,3.8092,407.6
1299.8,3.8092,407.7
1299.8,3.8092,407.7
1299.8,3.8092,407.7
1299.8,3.8092,407.8
1299.8,3.8092,407.8
1299.8,3.8092,407.8
1299.8,3.8092,407.9
1299.8,3.8092,407.9
1299.8,3.8092,408
1299.8,3.8095,408
1299.8,3.8095,408
1299.8,3.8095,408.1
1299.8,3.8095,408.1
1299.8,3.8095,408.1
1299.8,3.8095,408.2
1299.8,3.8095,408.2
1299.8,3.8095,408.2
1299.8,3.8095,408.3
1299.8,3.8095,408.3
1299.8,3.8095,408.4
1299.8,3.8095,408.4
1299.8,3.8095,408.4
1299.8,3.8098,408.5
1299.8,3.8098,408.5
1299.8,3.8098,408.5
1299.8,3.8098,408.6
1299.8,3.8098,408.6
1299.8,3.8098,408.6
1299.8,3.8098,408.7
1299.8,3.8098,408.7
1299.8,3.8098,408.8
1299.8,3.8098,408.8
1299.8,3.8098,408.8
1299.8,3.8098,408.9
1299.8,3.8101,408.9
1299.8,3.8101,408.9
1299.8,3.8101,409
1299.8,3.8101,409
1299.8,3.8101,409
1299.8,3.8101,409.1
1299.8,3.8101,409.1
1299.8,3.8101,409.1
1299.8,3.8101,409.2
1299.8,3.8101,409.2
1299.8,3.8101,409.3
1299.8,3.8101,409.3
1299.8,3.8101,409.3
1299.8,3.8101,409.4
1299.8,3.8101,409.4
1299.8,3.8104,409.4
1299.8,3.8104,409.5
1299.8,3.8104,409.5
1299.8,3.8104,409.5
1299.8,3.8104,409.6
1299.8,3.8104,409.6
1299.8,3.8104,409.7
1299.8,3.8104,409.7
1299.8,3.8104,409.7
1299.8,3.8104,409.8
1299.8,3.8104,409.8
1299.8,3.8104,409.8
1299.8,3.8107,409.9
1299.8,3.8107,409.9
1299.8,3.8107,409.9
1299.8,3.8107,410
1299.8,3.8107,410
1299.8,3.8107,410.1
1299.8,3.8107,410.1
1299.8,3.8107,410.1
1299.8,3.8107,410.2
1299.8,3.8107,410.2
1299.8,3.8107,410.2
1299.8,3.811,410.3
1299.8,3.811,410.3
1299.8,3.811,410.3
1299.8,3.811,410.4
1299.8,3.811,410.4
1299.8,3.811,410.4
1299.8,3.811,410.5
1299.8,3.811,410.5
1299.8,3.811,410.6
1299.8,3.811,410.6
1299.8,3.811,410.6
1299.8,3.811,410.7
1299.8,3.811,410.7
1299.8,3.8113,410.7
1299.8,3.8113,410.8
1299.8,3.8113,410.8
1299.8,3.8113,410.8
1299.8,3.8113,410.9
1299.8,3.8113,410.9
1299.8,3.8113,411
1299.8,3.8113,411
1299.8,3.8113,411
1299.8,3.8113,411.1
1299.8,3.8113,411.1
1299.8,3.8113,411.1
1299.8,3.8113,411.2
1299.8,3.8113,411.2
1299.8,3.8116,411.2
1299.8,3.8116,411.3
1299.8,3.8116,411.3
1299.8,3.8116,411.4
1299.8,3.8116,411.4
1299.8,3.8116,411.4
1299.8,3.8116,411.5
1299.8,3.8116,411.5
1299.8,3.8116,411.5
1299.8,3.8116,411.6
1299.8,3.812,411.6
1299.8,3.812,411.6
1299.8,3.812,411.7
1299.8,3.812,411.7
1299.8,3.812,411.7
1299.8,3.812,411.8
1299.8,3.812,411.8
1299.8,3.812,411.9
1299.8,3.812,411.9
1299.8,3.812,411.9
1299.8,3.812,412
1299.8,3.812,412
1299.8,3.812,412
1299.8,3.8123,412.1
1299.8,3.8123,412.1
1299.8,3.8123,412.1
1299.8,3.8123,412.2
1299.8,3.8123,412.2
1299.8,3.8123,412.3
1299.8,3.8123,412.3
1299.8,3.8123,412.3
1299.8,3.8123,412.4
1299.8,3.8123,412.4
1299.8,3.8123,412.4
1299.8,3.8123,412.5
1299.8,3.8123,412.5
1299.8,3.8123,412.5
1299.8,3.8123,412.6
1299.8,3.8126,412.6
1299.8,3.8126,412.6
1299.8,3.8126,412.7
1299.8,3.8126,412.7
1299.8,3.8126,412.8
1299.8,3.8126,412.8
1299.8,3.8126,412.8
1299.8,3.8126,412.9
1299.8,3.8126,412.9
1299.8,3.8126,412.9
1299.8,3.8126,413
1299.8,3.8126,413
1299.8,3.8129,413
1299.8,3.8129,413.1
1299.8,3.8129,413.1
1299.8,3.8129,413.2
1299.8,3.8129,413.2
1299.8,3.8129,413.2
1299.8,3.8129,413.3
1299.8,3.8129,413.3
1299.8,3.8129,413.3
1299.8,3.8129,413.4
1299.8,3.8129,413.4
1299.8,3.8129,413.4
1299.8,3.8132,413.5
1299.8,3.8132,413.5
1299.8,3.8132,413.6
1299.8,3.8132,413.6
1299.8,3.8132,413.6
1299.8,3.8132,413.7
1299.8,3.8132,413.7
1299.8,3.8132,413.7
1299.8,3.8132,413.8
1299.8,3.8132,413.8
1299.8,3.8132,413.8
1299.8,3.8135,413.9
1299.8,3.8135,413.9
1299.8,3.8135,413.9
1299.8,3.8135,414
1299.8,3.8135,414
1299.8,3.8135,414.1
1299.8,3.8135,414.1
1299.8,3.8135,414.1
1299.8,3.8135,414.2
1299.8,3.8135,414.2
1299.8,3.8138,414.2
1299.8,3.8138,414.3
1299.8,3.8138,414.3
1299.8,3.8138,414.3
1299.8,3.8138,414.4
1299.8,3.8138,414.4
1299.8,3.8138,414.5
1299.8,3.8138,414.5
1299.8,3.8138,414.5
1299.8,3.8138,414.6
1299.8,3.8138,414.6
1299.8,3.8138,414.6
1299.8,3.8138,414.7
1299.8,3.8138,414.7
1299.8,3.8141,414.7
1299.8,3.8141,414.8
1299.8,3.8141,414.8
1299.8,3.8141,414.9
1299.8,3.8141,414.9
1299.8,3.8141,414.9
1299.8,3.8141,415
1299.8,3.8141,415
1299.8,3.8141,415
1299.8,3.8141,415.1
1299.8,3.8141,415.1
1299.8,3.8141,415.1
1299.8,3.8144,415.2
1299.8,3.8144,415.2
1299.8,3.8144,415.2
1299.8,3.8144,415.3
1299.8,3.8144,415.3
1299.8,3.8144,415.4
1299.8,3.8144,415.4
1299.8,3.8144,415.4
1299.8,3.8144,415.5
1299.8,3.8144,415.5
1299.8,3.8144,415.5
1299.8,3.8144,415.6
1299.8,3.8144,415.6
1299.8,3.8147,415.6
1299.8,3.8147,415.7
1299.8,3.8147,415.7
1299.8,3.8147,415.8
1299.8,3.8147,415.8
1299.8,3.8147,415.8
1299.8,3.8147,415.9
1299.8,3.8147,415.9
1299.8,3.8147,415.9
1299.8,3.8147,416
1299.8,3.8147,416
1299.8,3.8147,416
1299.8,3.8147,416.1
1299.8,3.8147,416.1
1299.8,3.8147,416.1
1299.8,3.8151,416.2
1299.8,3.8151,416.2
1299.8,3.8151,416.3
1299.8,3.8151,416.3
1299.8,3.8151,416.3
1299.8,3.8151,416.4
1299.8,3.8151,416.4
1299.8,3.8154,416.4
1299.8,3.8154,416.5
1299.8,3.8154,416.5
1299.8,3.8154,416.5
1299.8,3.8154,416.6
1299.8,3.8154,416.6
1299.8,3.8154,416.7
1299.8,3.8154,416.7
1299.8,3.8154,416.7
1299.8,3.8154,416.8
1299.8,3.8154,416.8
1299.8,3.8154,416.8
1299.8,3.8154,416.9
1299.8,3.816,416.9
1299.8,3.816,416.9
1299.8,3.816,417
1299.8,3.816,417
1299.8,3.816,417.1
1299.8,3.816,417.1
1299.8,3.816,417.1
1299.8,3.816,417.2
1299.8,3.816,417.2
1299.8,3.816,417.2
1299.8,3.816,417.3
1299.8,3.816,417.3
1299.8,3.816,417.3
1299.8,3.816,417.4
1299.8,3.816,417.4
1299.8,3.8163,417.4
1299.8,3.8163,417.5
1299.8,3.8163,417.5
1299.8,3.8163,417.6
1299.8,3.8163,417.6
1299.8,3.8163,417.6
1299.8,3.8163,417.7
1299.8,3.8163,417.7
1299.8,3.8163,417.7
1299.8,3.8163,417.8
1299.8,3.8163,417.8
1299.8,3.8163,417.8
1299.8,3.8166,417.9
1299.8,3.8166,417.9
1299.8,3.8166,418
1299.8,3.8166,418
1299.8,3.8166,418
1299.8,3.8166,418.1
1299.8,3.8166,418.1
1299.8,3.8166,418.1
1299.8,3.8166,418.2
1299.8,3.8166,418.2
1299.8,3.8166,418.2
1299.8,3.8166,418.3
1299.8,3.8166,418.3
1299.8,3.8166,418.4
1299.8,3.8166,418.4
1299.8,3.8169,418.4
1299.8,3.8169,418.5
1299.8,3.8169,418.5
1299.8,3.8169,418.5
1299.8,3.8169,418.6
1299.8,3.8169,418.6
1299.8,3.8169,418.6
1299.8,3.8169,418.7
1299.8,3.8169,418.7
1299.8,3.8169,418.7
1299.8,3.8169,418.8
1299.8,3.8172,418.8
1299.8,3.8172,418.9
1299.8,3.8172,418.9
1299.8,3.8172,418.9
1299.8,3.8172,419
1299.8,3.8172,419
1299.8,3.8172,419
1299.8,3.8172,419.1
1299.8,3.8172,419.1
1299.8,3.8175,419.1
1299.8,3.8175,419.2
1299.8,3.8175,419.2
1299.8,3.8175,419.3
1299.8,3.8175,419.3
1299.8,3.8175,419.3
1299.8,3.8175,419.4
1299.8,3.8175,419.4
1299.8,3.8175,419.4
1299.8,3.8175,419.5
1299.8,3.8175,419.5
1299.8,3.8178,419.5
1299.8,3.8178,419.6
1299.8,3.8178,419.6
1299.8,3.8178,419.6
1299.8,3.8178,419.7
1299.8,3.8178,419.7
1299.8,3.8178,419.8
1299.8,3.8178,419.8
1299.8,3.8178,419.8
1299.8,3.8178,419.9
1299.8,3.8178,419.9
1299.8,3.8178,419.9
1299.8,3.8178,420
1299.8,3.8178,420
1299.8,3.8178,420
1299.8,3.8182,420.1
1299.8,3.8182,420.1
1299.8,3.8182,420.2
1299.8,3.8182,420.2
1299.8,3.8182,420.2
1299.8,3.8182,420.3
1299.8,3.8182,420.3
1299.8,3.8182,420.3
1299.8,3.8182,420.4
1299.8,3.8182,420.4
1299.8,3.8182,420.4
1299.8,3.8182,420.5
1299.8,3.8185,420.5
1299.8,3.8185,420.6
1299.8,3.8185,420.6
1299.8,3.8185,420.6
1299.8,3.8185,420.7
1299.8,3.8185,420.7
1299.8,3.8185,420.7
1299.8,3.8185,420.8
1299.8,3.8185,420.8
1299.8,3.8185,420.8
1299.8,3.8185,420.9
1299.8,3.8185,420.9
1299.8,3.8188,420.9
1299.8,3.8188,421
1299.8,3.8188,421
1299.8,3.8188,421.1
1299.8,3.8188,421.1
1299.8,3.8188,421.1
1299.8,3.8188,421.2
1299.8,3.8188,421.2
1299.8,3.8188,421.2
1299.8,3.8188,421.3
1299.8,3.8188,421.3
1299.8,3.8188,421.3
1299.8,3.8188,421.4
1299.8,3.8191,421.4
1299.8,3.8191,421.5
1299.8,3.8191,421.5
1299.8,3.8191,421.5
1299.8,3.8191,421.6
1299.8,3.8191,421.6
1299.8,3.8191,421.6
1299.8,3.8191,421.7
1299.8,3.8191,421.7
1299.8,3.8191,421.7
1299.8,3.8191,421.8
1299.8,3.8191,421.8
1299.8,3.8191,421.9
1299.8,3.8191,421.9
1299.8,3.8194,421.9
1299.8,3.8194,422
1299.8,3.8194,422
1299.8,3.8194,422
1299.8,3.8194,422.1
1299.8,3.8194,422.1
1299.8,3.8194,422.1
1299.8,3.8194,422.2
1299.8,3.8194,422.2
1299.8,3.8194,422.2
1299.8,3.8197,422.3
1299.8,3.8197,422.3
1299.8,3.8197,422.4
1299.8,3.8197,422.4
1299.8,3.8197,422.4
1299.8,3.8197,422.5
1299.8,3.8197,422.5
1299.8,3.8197,422.5
1299.8,3.8197,422.6
1299.8,3.8197,422.6
1299.8,3.8197,422.6
1299.8,3.8197,422.7
1299.8,3.82,422.7
1299.8,3.82,422.8
1299.8,3.82,422.8
1299.8,3.82,422.8
1299.8,3.82,422.9
1299.8,3.82,422.9
1299.8,3.82,422.9
1299.8,3.82,423
1299.8,3.82,423
1299.8,3.82,423
1299.8,3.82,423.1
1299.8,3.82,423.1
1299.8,3.82,423.1
1299.8,3.8203,423.2
1299.8,3.8203,423.2
1299.8,3.8203,423.3
1299.8,3.8203,423.3
1299.8,3.8203,423.3
1299.8,3.8203,423.4
1299.8,3.8203,423.4
1299.8,3.8203,423.4
1299.8,3.8203,423.5
1299.8,3.8203,423.5
1299.8,3.8203,423.5
1299.8,3.8203,423.6
1299.8,3.8206,423.6
1299.8,3.8206,423.7
1299.8,3.8206,423.7
1299.8,3.8206,423.7
1299.8,3.8206,423.8
1299.8,3.8206,423.8
1299.8,3.8206,423.8
1299.8,3.8206,423.9
1299.8,3.8206,423.9
1299.8,3.8206,423.9
1299.8,3.8206,424
1299.8,3.8209,424
1299.8,3.8209,424.1
1299.8,3.8209,424.1
1299.8,3.8209,424.1
1299.8,3.8209,424.2
1299.8,3.8209,424.2
1299.8,3.8209,424.2
1299.8,3.8209,424.3
1299.8,3.8209,424.3
1299.8,3.8209,424.3
1299.8,3.8209,424.4
1299.8,3.8209,424.4
1299.8,3.8209,424.4
1299.8,3.8209,424.5
1299.8,3.8209,424.5
1299.8,3.8213,424.6
1299.8,3.8213,424.6
1299.8,3.8213,424.6
1299.8,3.8213,424.7
1299.8,3.8213,424.7
1299.8,3.8213,424.7
1299.8,3.8213,424.8
1299.8,3.8213,424.8
1299.8,3.8213,424.8
1299.8,3.8213,424.9
1299.8,3.8213,424.9
1299.8,3.8213,425
1299.8,3.8213,425
1299.8,3.8216,425
1299.8,3.8216,425.1
1299.8,3.8216,425.1
1299.8,3.8216,425.1
1299.8,3.8216,425.2
1299.8,3.8216,425.2
1299.8,3.8216,425.2
1299.8,3.8216,425.3
1299.8,3.8216,425.3
1299.8,3.8219,425.4
1299.8,3.8219,425.4
1299.8,3.8219,425.4
1299.8,3.8219,425.5
1299.8,3.8219,425.5
1299.8,3.8219,425.5
1299.8,3.8219,425.6
1299.8,3.8219,425.6
1299.8,3.8219,425.6
1299.8,3.8219,425.7
1299.8,3.8219,425.7
1299.8,3.8219,425.7
1299.8,3.8219,425.8
1299.8,3.8219,425.8
1299.8,3.8219,425.9
1299.8,3.8219,425.9
1299.8,3.8219,425.9
1299.8,3.8222,426
1299.8,3.8222,426
1299.8,3.8222,426
1299.8,3.8222,426.1
1299.8,3.8222,426.1
1299.8,3.8222,426.1
1299.8,3.8222,426.2
1299.8,3.8222,426.2
1299.8,3.8222,426.3
1299.8,3.8222,426.3
1299.8,3.8225,426.3
1299.8,3.8225,426.4
1299.8,3.8225,426.4
1299.8,3.8225,426.4
1299.8,3.8225,426.5
1299.8,3.8225,426.5
1299.8,3.8225,426.5
1299.8,3.8225,426.6
1299.8,3.8225,426.6
1299.8,3.8225,426.6
1299.8,3.8225,426.7
1299.8,3.8225,426.7
1299.8,3.8225,426.8
1299.8,3.8231,426.8
1299.8,3.8231,426.8
1299.8,3.8231,426.9
1299.8,3.8231,426.9
1299.8,3.8231,426.9
1299.8,3.8231,427
1299.8,3.8231,427
1299.8,3.8231,427
1299.8,3.8231,427.1
1299.8,3.8234,427.1
1299.8,3.8234,427.2
1299.8,3.8234,427.2
1299.8,3.8234,427.2
1299.8,3.8234,427.3
1299.8,3.8234,427.3
1299.8,3.8234,427.3
1299.8,3.8234,427.4
1299.8,3.8234,427.4
1299.8,3.8234,427.4
1299.8,3.8234,427.5
1299.8,3.8234,427.5
1299.8,3.8234,427.6
1299.8,3.8234,427.6
1299.8,3.8237,427.6
1299.8,3.8237,427.7
1299.8,3.8237,427.7
1299.8,3.8237,427.7
1299.8,3.8237,427.8
1299.8,3.8237,427.8
1299.8,3.8237,427.8
1299.8,3.8237,427.9
1299.8,3.8237,427.9
1299.8,3.8237,427.9
1299.8,3.8237,428
1299.8,3.8237,428
1299.8,3.8237,428.1
1299.8,3.8237,428.1
1299.8,3.8237,428.1
1299.8,3.824,428.2
1299.8,3.824,428.2
1299.8,3.824,428.2
1299.8,3.824,428.3
1299.8,3.824,428.3
1299.8,3.824,428.3
1299.8,3.824,428.4
1299.8,3.824,428.4
1299.8,3.824,428.5
1299.8,3.824,428.5
1299.8,3.8244,428.5
1299.8,3.8244,428.6
1299.8,3.8244,428.6
1299.8,3.8244,428.6
1299.8,3.8244,428.7
1299.8,3.8244,428.7
1299.8,3.8244,428.7
1299.8,3.8244,428.8
1299.8,3.8244,428.8
1299.8,3.8244,428.9
1299.8,3.8244,428.9
1299.8,3.8247,428.9
1299.8,3.8247,429
1299.8,3.8247,429
1299.8,3.8247,429
1299.8,3.8247,429.1
1299.8,3.8247,429.1
1299.8,3.8247,429.1
1299.8,3.8247,429.2
1299.8,3.8247,429.2
1299.8,3.8247,429.2
1299.8,3.8247,429.3
1299.8,3.8247,429.3
1299.8,3.8247,429.4
1299.8,3.8247,429.4
1299.8,3.8247,429.4
1299.8,3.8247,429.5
1299.8,3.825,429.5
1299.8,3.825,429.5
1299.8,3.825,429.6
1299.8,3.825,429.6
1299.8,3.825,429.6
1299.8,3.825,429.7
1299.8,3.825,429.7
1299.8,3.825,429.8
1299.8,3.825,429.8
1299.8,3.825,429.8
1299.8,3.8253,429.9
1299.8,3.8253,429.9
1299.8,3.8253,429.9
1299.8,3.8253,430
1299.8,3.8253,430
1299.8,3.8253,430
1299.8,3.8253,430.1
1299.8,3.8253,430.1
1299.8,3.8253,430.1
1299.8,3.8253,430.2
1299.8,3.8253,430.2
1299.8,3.8256,430.3
1299.8,3.8256,430.3
1299.8,3.8256,430.3
1299.8,3.8256,430.4
1299.8,3.8256,430.4
1299.8,3.8256,430.4
1299.8,3.8256,430.5
1299.8,3.8256,430.5
1299.8,3.8256,430.5
1299.8,3.8256,430.6
1299.8,3.8256,430.6
1299.8,3.8256,430.7
1299.8,3.8256,430.7
1299.8,3.8256,430.7
1299.8,3.8256,430.8
1299.8,3.8259,430.8
1299.8,3.8259,430.8
1299.8,3.8259,430.9
1299.8,3.8259,430.9
1299.8,3.8259,430.9
1299.8,3.8259,431
1299.8,3.8259,431
1299.8,3.8259,431.1
1299.8,3.8259,431.1
1299.8,3.8259,431.1
1299.8,3.8259,431.2
1299.8,3.8259,431.2
1299.8,3.8259,431.2
1299.8,3.8262,431.3
1299.8,3.8262,431.3
1299.8,3.8262,431.3
1299.8,3.8262,431.4
1299.8,3.8262,431.4
1299.8,3.8262,431.4
1299.8,3.8262,431.5
1299.8,3.8262,431.5
1299.8,3.8265,431.6
1299.8,3.8265,431.6
1299.8,3.8265,431.6
1299.8,3.8265,431.7
1299.8,3.8265,431.7
1299.8,3.8265,431.7
1299.8,3.8265,431.8
1299.8,3.8265,431.8
1299.8,3.8265,431.8
1299.8,3.8265,431.9
1299.8,3.8265,431.9
1299.8,3.8265,432
1299.8,3.8265,432
1299.8,3.8265,432
1299.8,3.8265,432.1
1299.8,3.8265,432.1
1299.8,3.8268,432.1
1299.8,3.8268,432.2
1299.8,3.8268,432.2
1299.8,3.8268,432.2
1299.8,3.8268,432.3
1299.8,3.8268,432.3
1299.8,3.8268,432.4
1299.8,3.8268,432.4
1299.8,3.8268,432.4
1299.8,3.8268,432.5
1299.8,3.8271,432.5
1299.8,3.8271,432.5
1299.8,3.8271,432.6
1299.8,3.8271,432.6
1299.8,3.8271,432.6
1299.8,3.8271,432.7
1299.8,3.8271,432.7
1299.8,3.8271,432.7
1299.8,3.8271,432.8
1299.8,3.8271,432.8
1299.8,3.8271,432.9
1299.8,3.8271,432.9
1299.8,3.8271,432.9
1299.8,3.8271,433
1299.8,3.8271,433
1299.8,3.8275,433
1299.8,3.8275,433.1
1299.8,3.8275,433.1
1299.8,3.8275,433.1
1299.8,3.8275,433.2
1299.8,3.8275,433.2
1299.8,3.8275,433.3
1299.8,3.8275,433.3
1299.8,3.8275,433.3
1299.8,3.8275,433.4
1299.8,3.8275,433.4
1299.8,3.8275,433.4
1299.8,3.8278,433.5
1299.8,3.8278,433.5
1299.8,3.8278,433.5
1299.8,3.8278,433.6
1299.8,3.8278,433.6
1299.8,3.8278,433.6
1299.8,3.8278,433.7
1299.8,3.8278,433.7
1299.8,3.8278,433.8
1299.8,3.8278,433.8
1299.8,3.8278,433.8
1299.8,3.8278,433.9
1299.8,3.8281,433.9
1299.8,3.8281,433.9
1299.8,3.8281,434
1299.8,3.8281,434
1299.8,3.8281,434
1299.8,3.8281,434.1
1299.8,3.8281,434.1
1299.8,3.8281,434.2
1299.8,3.8281,434.2
1299.8,3.8284,434.2
1299.8,3.8284,434.3
1299.8,3.8284,434.3
1299.8,3.8284,434.3
1299.8,3.8284,434.4
1299.8,3.8284,434.4
1299.8,3.8284,434.4
1299.8,3.8284,434.5
1299.8,3.8284,434.5
1299.8,3.8284,434.6
1299.8,3.8284,434.6
1299.8,3.8284,434.6
1299.8,3.8284,434.7
1299.8,3.8284,434.7
1299.8,3.8287,434.7
1299.8,3.8287,434.8
1299.8,3.8287,434.8
1299.8,3.8287,434.8
1299.8,3.8287,434.9
1299.8,3.8287,434.9
1299.8,3.8287,434.9
1299.8,3.8287,435
1299.8,3.8287,435
1299.8,3.8287,435.1
1299.8,3.8287,435.1
1299.8,3.8287,435.1
1299.8,3.8287,435.2
1299.8,3.829,435.2
1299.8,3.829,435.2
1299.8,3.829,435.3
1299.8,3.829,435.3
1299.8,3.829,435.3
1299.8,3.829,435.4
1299.8,3.829,435.4
1299.8,3.829,435.5
1299.8,3.829,435.5
1299.8,3.829,435.5
1299.8,3.829,435.6
1299.8,3.829,435.6
1299.8,3.829,435.6
1299.8,3.8293,435.7
1299.8,3.8293,435.7
1299.8,3.8293,435.7
1299.8,3.8293,435.8
1299.8,3.8293,435.8
1299.8,3.8293,435.9
1299.8,3.8293,435.9
1299.8,3.8293,435.9
1299.8,3.8293,436
1299.8,3.8293,436
1299.8,3.8293,436
1299.8,3.8293,436.1
1299.8,3.8293,436.1
1299.8,3.8293,436.1
1299.8,3.8296,436.2
1299.8,3.8296,436.2
1299.8,3.8296,436.2
1299.8,3.8296,436.3
1299.8,3.8296,436.3
1299.8,3.8296,436.4
1299.8,3.8296,436.4
1299.8,3.8299,436.4
1299.8,3.8299,436.5
1299.8,3.8299,436.5
1299.8,3.8299,436.5
1299.8,3.8299,436.6
1299.8,3.8299,436.6
1299.8,3.8299,436.6
1299.8,3.8299,436.7
1299.8,3.8299,436.7
1299.8,3.8299,436.8
1299.8,3.8299,436.8
1299.8,3.8299,436.8
1299.8,3.8299,436.9
1299.8,3.8299,436.9
1299.8,3.8299,436.9
1299.8,3.8306,437
1299.8,3.8306,437
1299.8,3.8306,437
1299.8,3.8306,437.1
1299.8,3.8306,437.1
1299.8,3.8306,437.1
1299.8,3.8306,437.2
1299.8,3.8306,437.2
1299.8,3.8306,437.3
1299.8,3.8306,437.3
1299.8,3.8306,437.3
1299.8,3.8306,437.4
1299.8,3.8306,437.4
1299.8,3.8309,437.4
1299.8,3.8309,437.5
1299.8,3.8309,437.5
1299.8,3.8309,437.5
1299.8,3.8309,437.6
1299.8,3.8309,437.6
1299.8,3.8309,437.7
1299.8,3.8309,437.7
1299.8,3.8309,437.7
1299.8,3.8309,437.8
1299.8,3.8309,437.8
1299.8,3.8309,437.8
1299.8,3.8312,437.9
1299.8,3.8312,437.9
1299.8,3.8312,437.9
1299.8,3.8312,438
1299.8,3.8312,438
1299.8,3.8312,438.1
1299.8,3.8312,438.1
1299.8,3.8312,438.1
1299.8,3.8312,438.2
1299.8,3.8312,438.2
1299.8,3.8312,438.2
1299.8,3.8312,438.3
1299.8,3.8312,438.3
1299.8,3.8312,438.3
1299.8,3.8315,438.4
1299.8,3.8315,438.4
1299.8,3.8315,438.4
1299.8,3.8315,438.5
1299.8,3.8315,438.5
1299.8,3.8315,438.6
1299.8,3.8315,438.6
1299.8,3.8315,438.6
1299.8,3.8315,438.7
1299.8,3.8318,438.7
1299.8,3.8318,438.7
1299.8,3.8318,438.8
1299.8,3.8318,438.8
1299.8,3.8318,438.8
1299.8,3.8318,438.9
1299.8,3.8318,438.9
1299.8,3.8318,439
1299.8,3.8318,439
1299.8,3.8318,439
1299.8,3.8318,439.1
1299.8,3.8318,439.1
1299.8,3.8318,439.1
1299.8,3.8318,439.2
1299.8,3.8318,439.2
1299.8,3.8321,439.2
1299.8,3.8321,439.3
1299.8,3.8321,439.3
1299.8,3.8321,439.4
1299.8,3.8321,439.4
1299.8,3.8321,439.4
1299.8,3.8321,439.5
1299.8,3.8321,439.5
1299.8,3.8321,439.5
1299.8,3.8321,439.6
1299.8,3.8321,439.6
1299.8,3.8321,439.6
1299.8,3.8324,439.7
1299.8,3.8324,439.7
1299.8,3.8324,439.7
1299.8,3.8324,439.8
1299.8,3.8324,439.8
1299.8,3.8324,439.9
1299.8,3.8324,439.9
1299.8,3.8324,439.9
1299.8,3.8324,440
1299.8,3.8327,440
1299.8,3.8327,440
1299.8,3.8327,440.1
1299.8,3.8327,440.1
1299.8,3.8327,440.1
1299.8,3.8327,440.2
1299.8,3.8327,440.2
1299.8,3.8327,440.3
1299.8,3.8327,440.3
1299.8,3.8327,440.3
1299.8,3.8327,440.4
1299.8,3.8327,440.4
1299.8,3.8327,440.4
1299.8,3.833,440.5
1299.8,3.833,440.5
1299.8,3.833,440.5
1299.8,3.833,440.6
1299.8,3.833,440.6
1299.8,3.833,440.6
1299.8,3.833,440.7
1299.8,3.833,440.7
1299.8,3.833,440.8
1299.8,3.833,440.8
1299.8,3.833,440.8
1299.8,3.833,440.9
1299.8,3.8333,440.9
1299.8,3.8333,440.9
1299.8,3.8333,441
1299.8,3.8333,441
1299.8,3.8333,441
1299.8,3.8333,441.1
1299.8,3.8333,441.1
1299.8,3.8333,441.2
1299.8,3.8333,441.2
1299.8,3.8333,441.2
1299.8,3.8333,441.3
1299.8,3.8333,441.3
1299.8,3.8333,441.3
1299.8,3.8333,441.4
1299.8,3.8333,441.4
1299.8,3.8337,441.4
1299.8,3.8337,441.5
1299.8,3.8337,441.5
1299.8,3.8337,441.6
1299.8,3.8337,441.6
1299.8,3.8337,441.6
1299.8,3.8337,441.7
1299.8,3.8337,441.7
1299.8,3.8337,441.7
1299.8,3.8337,441.8
1299.8,3.834,441.8
1299.8,3.834,441.8
1299.8,3.834,441.9
1299.8,3.834,441.9
1299.8,3.834,441.9
1299.8,3.834,442
1299.8,3.834,442
1299.8,3.834,442.1
1299.8,3.834,442.1
1299.8,3.834,442.1
1299.8,3.8343,442.2
1299.8,3.8343,442.2
1299.8,3.8343,442.2
1299.8,3.8343,442.3
1299.8,3.8343,442.3
1299.8,3.8343,442.3
1299.8,3.8343,442.4
1299.8,3.8343,442.4
1299.8,3.8343,442.5
1299.8,3.8343,442.5
1299.8,3.8343,442.5
1299.8,3.8343,442.6
1299.8,3.8343,442.6
