current,voltage,capacity
1299.8,4.1099,1901.2
1299.8,4.1099,1901.2
1299.8,4.1099,1901.3
1299.8,4.1099,1901.3
1299.8,4.1099,1901.3
1299.8,4.1099,1901.4
1299.8,4.1099,1901.4
1299.8,4.1099,1901.4
1299.8,4.1099,1901.5
1299.8,4.1099,1901.5
1299.8,4.1099,1901.6
1299.8,4.1099,1901.6
1299.8,4.1099,1901.6
1299.8,4.1099,1901.7
1299.8,4.1099,1901.7
1299.8,4.1099,1901.7
1299.8,4.1099,1901.8
1299.8,4.1099,1901.8
1299.8,4.1099,1901.8
1299.8,4.1099,1901.9
1299.8,4.1099,1901.9
1299.8,4.1099,1902
1299.8,4.1099,1902
1299.8,4.1102,1902
1299.8,4.1102,1902.1
1299.8,4.1102,1902.1
1299.8,4.1102,1902.1
1299.8,4.1102,1902.2
1299.8,4.1102,1902.2
1299.8,4.1102,1902.2
1299.8,4.1102,1902.3
1299.8,4.1102,1902.3
1299.8,4.1102,1902.3
1299.8,4.1102,1902.4
1299.8,4.1102,1902.4
1299.8,4.1102,1902.5
1299.8,4.1102,1902.5
1299.8,4.1102,1902.5
1299.8,4.1102,1902.6
1299.8,4.1102,1902.6
1299.8,4.1102,1902.6
1299.8,4.1102,1902.7
1299.8,4.1102,1902.7
1299.8,4.1102,1902.7
1299.8,4.1102,1902.8
1299.8,4.1102,1902.8
1299.8,4.1102,1902.9
1299.8,4.1105,1902.9
1299.8,4.1105,1902.9
1299.8,4.1105,1903
1299.8,4.1105,1903
1299.8,4.1105,1903
1299.8,4.1105,1903.1
1299.8,4.1105,1903.1
1299.8,4.1105,1903.1
1299.8,4.1105,1903.2
1299.8,4.1105,1903.2
1299.8,4.1105,1903.3
1299.8,4.1105,1903.3
1299.8,4.1105,1903.3
1299.8,4.1105,1903.4
1299.8,4.1105,1903.4
1299.8,4.1105,1903.4
1299.8,4.1105,1903.5
1299.8,4.1105,1903.5
1299.8,4.1105,1903.5
1299.8,4.1105,1903.6
1299.8,4.1105,1903.6
1299.8,4.1105,1903.6
1299.8,4.1105,1903.7
1299.8,4.1105,1903.7
1299.8,4.1105,1903.8
1299.8,4.1105,1903.8
1299.8,4.1105,1903.8
1299.8,4.1108,1903.9
1299.8,4.1108,1903.9
1299.8,4.1108,1903.9
1299.8,4.1108,1904
1299.8,4.1108,1904
1299.8,4.1108,1904
1299.8,4.1108,1904.1
1299.8,4.1108,1904.1
1299.8,4.1108,1904.2
1299.8,4.1108,1904.2
1299.8,4.1108,1904.2
1299.8,4.1108,1904.3
1299.8,4.1108,1904.3
1299.8,4.1108,1904.3
1299.8,4.1108,1904.4
1299.8,4.1108,1904.4
1299.8,4.1108,1904.4
1299.8,4.1108,1904.5
1299.8,4.1108,1904.5
1299.8,4.1108,1904.6
1299.8,4.1108,1904.6
1299.8,4.1108,1904.6
1299.8,4.1108,1904.7
1299.8,4.1108,1904.7
1299.8,4.1108,1904.7
1299.8,4.1108,1904.8
1299.8,4.1108,1904.8
1299.8,4.1108,1904.8
1299.8,4.1108,1904.9
1299.8,4.1108,1904.9
1299.8,4.1108,1904.9
1299.8,4.1108,1905
1299.8,4.1108,1905
1299.8,4.1108,1905.1
1299.8,4.1111,1905.1
1299.8,4.1111,1905.1
1299.8,4.1111,1905.2
1299.8,4.1111,1905.2
1299.8,4.1111,1905.2
1299.8,4.1111,1905.3
1299.8,4.1111,1905.3
1299.8,4.1111,1905.3
1299.8,4.1111,1905.4
1299.8,4.1111,1905.4
1299.8,4.1111,1905.5
1299.8,4.1111,1905.5
1299.8,4.1111,1905.5
1299.8,4.1111,1905.6
1299.8,4.1111,1905.6
1299.8,4.1111,1905.6
1299.8,4.1111,1905.7
1299.8,4.1111,1905.7
1299.8,4.1111,1905.7
1299.8,4.1111,1905.8
1299.8,4.1111,1905.8
1299.8,4.1111,1905.8
1299.8,4.1111,1905.9
1299.8,4.1111,1905.9
1299.8,4.1111,1906
1299.8,4.1111,1906
1299.8,4.1111,1906
1299.8,4.1111,1906.1
1299.8,4.1111,1906.1
1299.8,4.1114,1906.1
1299.8,4.1114,1906.2
1299.8,4.1114,1906.2
1299.8,4.1114,1906.2
1299.8,4.1114,1906.3
1299.8,4.1114,1906.3
1299.8,4.1114,1906.4
1299.8,4.1114,1906.4
1299.8,4.1114,1906.4
1299.8,4.1114,1906.5
1299.8,4.1114,1906.5
1299.8,4.1114,1906.5
1299.8,4.1114,1906.6
1299.8,4.1114,1906.6
1299.8,4.1114,1906.6
1299.8,4.1114,1906.7
1299.8,4.1114,1906.7
1299.8,4.1114,1906.8
1299.8,4.1117,1906.8
1299.8,4.1117,1906.8
1299.8,4.1117,1906.9
1299.8,4.1117,1906.9
1299.8,4.1117,1906.9
1299.8,4.1117,1907
1299.8,4.1117,1907
1299.8,4.1117,1907
1299.8,4.1117,1907.1
1299.8,4.1117,1907.1
1299.8,4.1117,1907.1
1299.8,4.1117,1907.2
1299.8,4.1117,1907.2
1299.8,4.1117,1907.3
1299.8,4.1117,1907.3
1299.8,4.1117,1907.3
1299.8,4.1117,1907.4
1299.8,4.1117,1907.4
1299.8,4.1117,1907.4
1299.8,4.1117,1907.5
1299.8,4.1117,1907.5
1299.8,4.1117,1907.5
1299.8,4.1117,1907.6
1299.8,4.1117,1907.6
1299.8,4.1117,1907.7
1299.8,4.1117,1907.7
1299.8,4.1117,1907.7
1299.8,4.1117,1907.8
1299.8,4.1117,1907.8
1299.8,4.1117,1907.8
1299.8,4.1117,1907.9
1299.8,4.1117,1907.9
1299.8,4.1121,1907.9
1299.8,4.1121,1908
1299.8,4.1121,1908
1299.8,4.1121,1908.1
1299.8,4.1121,1908.1
1299.8,4.1121,1908.1
1299.8,4.1121,1908.2
1299.8,4.1121,1908.2
1299.8,4.1121,1908.2
1299.8,4.1121,1908.3
1299.8,4.1121,1908.3
1299.8,4.1121,1908.3
1299.8,4.1121,1908.4
1299.8,4.1121,1908.4
1299.8,4.1121,1908.4
1299.8,4.1121,1908.5
1299.8,4.1121,1908.5
1299.8,4.1121,1908.6
1299.8,4.1121,1908.6
1299.8,4.1121,1908.6
1299.8,4.1121,1908.7
1299.8,4.1121,1908.7
1299.8,4.1121,1908.7
1299.8,4.1121,1908.8
1299.8,4.1121,1908.8
1299.8,4.1121,1908.8
1299.8,4.1121,1908.9
1299.8,4.1121,1908.9
1299.8,4.1121,1909
1299.8,4.1121,1909
1299.8,4.1121,1909
1299.8,4.1121,1909.1
1299.8,4.1121,1909.1
1299.8,4.1121,1909.1
1299.8,4.1121,1909.2
1299.8,4.1124,1909.2
1299.8,4.1124,1909.2
1299.8,4.1124,1909.3
1299.8,4.1124,1909.3
1299.8,4.1124,1909.3
1299.8,4.1124,1909.4
1299.8,4.1124,1909.4
1299.8,4.1124,1909.5
1299.8,4.1124,1909.5
1299.8,4.1124,1909.5
1299.8,4.1124,1909.6
1299.8,4.1124,1909.6
1299.8,4.1124,1909.6
1299.8,4.1124,1909.7
1299.8,4.1124,1909.7
1299.8,4.1124,1909.7
1299.8,4.1124,1909.8
1299.8,4.1124,1909.8
1299.8,4.1124,1909.9
1299.8,4.1124,1909.9
1299.8,4.1124,1909.9
1299.8,4.1127,1910
1299.8,4.1127,1910
1299.8,4.1127,1910
1299.8,4.1127,1910.1
1299.8,4.1127,1910.1
1299.8,4.1127,1910.1
1299.8,4.1127,1910.2
1299.8,4.1127,1910.2
1299.8,4.1127,1910.3
1299.8,4.1127,1910.3
1299.8,4.1127,1910.3
1299.8,4.1127,1910.4
1299.8,4.1127,1910.4
1299.8,4.1127,1910.4
1299.8,4.1127,1910.5
1299.8,4.1127,1910.5
1299.8,4.1127,1910.5
1299.8,4.1127,1910.6
1299.8,4.1127,1910.6
1299.8,4.1127,1910.6
1299.8,4.1127,1910.7
1299.8,4.1127,1910.7
1299.8,4.1127,1910.8
1299.8,4.1127,1910.8
1299.8,4.1127,1910.8
1299.8,4.1127,1910.9
1299.8,4.1127,1910.9
1299.8,4.1127,1910.9
1299.8,4.1127,1911
1299.8,4.1127,1911
1299.8,4.113,1911
1299.8,4.113,1911.1
1299.8,4.113,1911.1
1299.8,4.113,1911.2
1299.8,4.113,1911.2
1299.8,4.113,1911.2
1299.8,4.113,1911.3
1299.8,4.113,1911.3
1299.8,4.113,1911.3
1299.8,4.113,1911.4
1299.8,4.113,1911.4
1299.8,4.113,1911.4
1299.8,4.113,1911.5
1299.8,4.113,1911.5
1299.8,4.113,1911.6
1299.8,4.113,1911.6
1299.8,4.113,1911.6
1299.8,4.113,1911.7
1299.8,4.113,1911.7
1299.8,4.113,1911.7
1299.8,4.113,1911.8
1299.8,4.113,1911.8
1299.8,4.113,1911.8
1299.8,4.113,1911.9
1299.8,4.113,1911.9
1299.8,4.113,1911.9
1299.8,4.113,1912
1299.8,4.113,1912
1299.8,4.113,1912.1
1299.8,4.113,1912.1
1299.8,4.1133,1912.1
1299.8,4.1133,1912.2
1299.8,4.1133,1912.2
1299.8,4.1133,1912.2
1299.8,4.1133,1912.3
1299.8,4.1133,1912.3
1299.8,4.1133,1912.3
1299.8,4.1133,1912.4
1299.8,4.1133,1912.4
1299.8,4.1133,1912.5
1299.8,4.1133,1912.5
1299.8,4.1133,1912.5
1299.8,4.1133,1912.6
1299.8,4.1133,1912.6
1299.8,4.1133,1912.6
1299.8,4.1133,1912.7
1299.8,4.1133,1912.7
1299.8,4.1133,1912.7
1299.8,4.1133,1912.8
1299.8,4.1133,1912.8
1299.8,4.1133,1912.8
1299.8,4.1133,1912.9
1299.8,4.1133,1912.9
1299.8,4.1136,1913
1299.8,4.1136,1913
1299.8,4.1136,1913
1299.8,4.1136,1913.1
1299.8,4.1136,1913.1
1299.8,4.1136,1913.1
1299.8,4.1136,1913.2
1299.8,4.1136,1913.2
1299.8,4.1136,1913.2
1299.8,4.1136,1913.3
1299.8,4.1136,1913.3
1299.8,4.1136,1913.4
1299.8,4.1136,1913.4
1299.8,4.1136,1913.4
1299.8,4.1136,1913.5
1299.8,4.1136,1913.5
1299.8,4.1136,1913.5
1299.8,4.1136,1913.6
1299.8,4.1136,1913.6
1299.8,4.1136,1913.6
1299.8,4.1136,1913.7
1299.8,4.1136,1913.7
1299.8,4.1136,1913.8
1299.8,4.1136,1913.8
1299.8,4.1136,1913.8
1299.8,4.1136,1913.9
1299.8,4.1136,1913.9
1299.8,4.1136,1913.9
1299.8,4.1136,1914
1299.8,4.1136,1914
1299.8,4.1136,1914
1299.8,4.1136,1914.1
1299.8,4.1136,1914.1
1299.8,4.1139,1914.1
1299.8,4.1139,1914.2
1299.8,4.1139,1914.2
1299.8,4.1139,1914.3
1299.8,4.1139,1914.3
1299.8,4.1139,1914.3
1299.8,4.1139,1914.4
1299.8,4.1139,1914.4
1299.8,4.1139,1914.4
1299.8,4.1139,1914.5
1299.8,4.1139,1914.5
1299.8,4.1139,1914.5
1299.8,4.1139,1914.6
1299.8,4.1139,1914.6
1299.8,4.1139,1914.7
1299.8,4.1139,1914.7
1299.8,4.1139,1914.7
1299.8,4.1139,1914.8
1299.8,4.1139,1914.8
1299.8,4.1139,1914.8
1299.8,4.1139,1914.9
1299.8,4.1139,1914.9
1299.8,4.1139,1914.9
1299.8,4.1139,1915
1299.8,4.1139,1915
1299.8,4.1139,1915.1
1299.8,4.1142,1915.1
1299.8,4.1142,1915.1
1299.8,4.1142,1915.2
1299.8,4.1142,1915.2
1299.8,4.1142,1915.2
1299.8,4.1142,1915.3
1299.8,4.1142,1915.3
1299.8,4.1142,1915.3
1299.8,4.1142,1915.4
1299.8,4.1142,1915.4
1299.8,4.1142,1915.4
1299.8,4.1142,1915.5
1299.8,4.1142,1915.5
1299.8,4.1142,1915.6
1299.8,4.1142,1915.6
1299.8,4.1142,1915.6
1299.8,4.1142,1915.7
1299.8,4.1142,1915.7
1299.8,4.1142,1915.7
1299.8,4.1142,1915.8
1299.8,4.1142,1915.8
1299.8,4.1142,1915.8
1299.8,4.1142,1915.9
1299.8,4.1142,1915.9
1299.8,4.1142,1916
1299.8,4.1142,1916
1299.8,4.1142,1916
1299.8,4.1142,1916.1
1299.8,4.1145,1916.1
1299.8,4.1145,1916.1
1299.8,4.1145,1916.2
1299.8,4.1145,1916.2
1299.8,4.1145,1916.2
1299.8,4.1145,1916.3
1299.8,4.1145,1916.3
1299.8,4.1145,1916.3
1299.8,4.1145,1916.4
1299.8,4.1145,1916.4
1299.8,4.1145,1916.5
1299.8,4.1145,1916.5
1299.8,4.1145,1916.5
1299.8,4.1145,1916.6
1299.8,4.1145,1916.6
1299.8,4.1145,1916.6
1299.8,4.1145,1916.7
1299.8,4.1145,1916.7
1299.8,4.1145,1916.7
1299.8,4.1145,1916.8
1299.8,4.1148,1916.8
1299.8,4.1148,1916.9
1299.8,4.1148,1916.9
1299.8,4.1148,1916.9
1299.8,4.1148,1917
1299.8,4.1148,1917
1299.8,4.1148,1917
1299.8,4.1148,1917.1
1299.8,4.1148,1917.1
1299.8,4.1148,1917.1
1299.8,4.1148,1917.2
1299.8,4.1148,1917.2
1299.8,4.1148,1917.3
1299.8,4.1148,1917.3
1299.8,4.1148,1917.3
1299.8,4.1148,1917.4
1299.8,4.1148,1917.4
1299.8,4.1148,1917.4
1299.8,4.1148,1917.5
1299.8,4.1148,1917.5
1299.8,4.1148,1917.5
1299.8,4.1148,1917.6
1299.8,4.1148,1917.6
1299.8,4.1148,1917.6
1299.8,4.1148,1917.7
1299.8,4.1148,1917.7
1299.8,4.1148,1917.8
1299.8,4.1148,1917.8
1299.8,4.1148,1917.8
1299.8,4.1148,1917.9
1299.8,4.1148,1917.9
1299.8,4.1152,1917.9
1299.8,4.1152,1918
1299.8,4.1152,1918
1299.8,4.1152,1918
1299.8,4.1152,1918.1
1299.8,4.1152,1918.1
1299.8,4.1152,1918.2
1299.8,4.1152,1918.2
1299.8,4.1152,1918.2
1299.8,4.1152,1918.3
1299.8,4.1152,1918.3
1299.8,4.1152,1918.3
1299.8,4.1152,1918.4
1299.8,4.1152,1918.4
1299.8,4.1152,1918.4
1299.8,4.1152,1918.5
1299.8,4.1152,1918.5
1299.8,4.1152,1918.6
1299.8,4.1152,1918.6
1299.8,4.1152,1918.6
1299.8,4.1155,1918.7
1299.8,4.1155,1918.7
1299.8,4.1155,1918.7
1299.8,4.1155,1918.8
1299.8,4.1155,1918.8
1299.8,4.1155,1918.8
1299.8,4.1155,1918.9
1299.8,4.1155,1918.9
1299.8,4.1155,1918.9
1299.8,4.1155,1919
1299.8,4.1155,1919
1299.8,4.1155,1919.1
1299.8,4.1155,1919.1
1299.8,4.1155,1919.1
1299.8,4.1155,1919.2
1299.8,4.1155,1919.2
1299.8,4.1155,1919.2
1299.8,4.1155,1919.3
1299.8,4.1155,1919.3
1299.8,4.1155,1919.3
1299.8,4.1155,1919.4
1299.8,4.1155,1919.4
1299.8,4.1155,1919.5
1299.8,4.1155,1919.5
1299.8,4.1155,1919.5
1299.8,4.1155,1919.6
1299.8,4.1155,1919.6
1299.8,4.1155,1919.6
1299.8,4.1155,1919.7
1299.8,4.1155,1919.7
1299.8,4.1155,1919.7
1299.8,4.1155,1919.8
1299.8,4.1155,1919.8
1299.8,4.1155,1919.8
1299.8,4.1155,1919.9
1299.8,4.1158,1919.9
1299.8,4.1158,1920
1299.8,4.1158,1920
1299.8,4.1158,1920
1299.8,4.1158,1920.1
1299.8,4.1158,1920.1
1299.8,4.1158,1920.1
1299.8,4.1158,1920.2
1299.8,4.1158,1920.2
1299.8,4.1158,1920.2
1299.8,4.1158,1920.3
1299.8,4.1158,1920.3
1299.8,4.1158,1920.4
1299.8,4.1158,1920.4
1299.8,4.1158,1920.4
1299.8,4.1158,1920.5
1299.8,4.1158,1920.5
1299.8,4.1158,1920.5
1299.8,4.1158,1920.6
1299.8,4.1158,1920.6
1299.8,4.1158,1920.6
1299.8,4.1158,1920.7
1299.8,4.1158,1920.7
1299.8,4.1158,1920.8
1299.8,4.1158,1920.8
1299.8,4.1158,1920.8
1299.8,4.1158,1920.9
1299.8,4.1158,1920.9
1299.8,4.1158,1920.9
1299.8,4.1158,1921
1299.8,4.1158,1921
1299.8,4.1164,1921
1299.8,4.1164,1921.1
1299.8,4.1164,1921.1
1299.8,4.1164,1921.1
1299.8,4.1164,1921.2
1299.8,4.1164,1921.2
1299.8,4.1164,1921.3
1299.8,4.1164,1921.3
1299.8,4.1164,1921.3
1299.8,4.1164,1921.4
1299.8,4.1164,1921.4
1299.8,4.1164,1921.4
1299.8,4.1164,1921.5
1299.8,4.1164,1921.5
1299.8,4.1164,1921.5
1299.8,4.1164,1921.6
1299.8,4.1164,1921.6
1299.8,4.1164,1921.7
1299.8,4.1164,1921.7
1299.8,4.1164,1921.7
1299.8,4.1164,1921.8
1299.8,4.1164,1921.8
1299.8,4.1164,1921.8
1299.8,4.1164,1921.9
1299.8,4.1164,1921.9
1299.8,4.1164,1921.9
1299.8,4.1164,1922
1299.8,4.1167,1922
1299.8,4.1167,1922.1
1299.8,4.1167,1922.1
1299.8,4.1167,1922.1
1299.8,4.1167,1922.2
1299.8,4.1167,1922.2
1299.8,4.1167,1922.2
1299.8,4.1167,1922.3
1299.8,4.1167,1922.3
1299.8,4.1167,1922.3
1299.8,4.1167,1922.4
1299.8,4.1167,1922.4
1299.8,4.1167,1922.4
1299.8,4.1167,1922.5
1299.8,4.1167,1922.5
1299.8,4.1167,1922.6
1299.8,4.1167,1922.6
1299.8,4.1167,1922.6
1299.8,4.1167,1922.7
1299.8,4.1167,1922.7
1299.8,4.1167,1922.7
1299.8,4.1167,1922.8
1299.8,4.1167,1922.8
1299.8,4.1167,1922.8
1299.8,4.1167,1922.9
1299.8,4.117,1922.9
1299.8,4.117,1923
1299.8,4.117,1923
1299.8,4.117,1923
1299.8,4.117,1923.1
1299.8,4.117,1923.1
1299.8,4.117,1923.1
1299.8,4.117,1923.2
1299.8,4.117,1923.2
1299.8,4.117,1923.2
1299.8,4.117,1923.3
1299.8,4.117,1923.3
1299.8,4.117,1923.3
1299.8,4.117,1923.4
1299.8,4.117,1923.4
1299.8,4.117,1923.5
1299.8,4.117,1923.5
1299.8,4.117,1923.5
1299.8,4.117,1923.6
1299.8,4.117,1923.6
1299.8,4.117,1923.6
1299.8,4.117,1923.7
1299.8,4.117,1923.7
1299.8,4.117,1923.7
1299.8,4.117,1923.8
1299.8,4.117,1923.8
1299.8,4.1173,1923.9
1299.8,4.1173,1923.9
1299.8,4.1173,1923.9
1299.8,4.1173,1924
1299.8,4.1173,1924
1299.8,4.1173,1924
1299.8,4.1173,1924.1
1299.8,4.1173,1924.1
1299.8,4.1173,1924.1
1299.8,4.1173,1924.2
1299.8,4.1173,1924.2
1299.8,4.1173,1924.3
1299.8,4.1173,1924.3
1299.8,4.1173,1924.3
1299.8,4.1173,1924.4
1299.8,4.1173,1924.4
1299.8,4.1173,1924.4
1299.8,4.1173,1924.5
1299.8,4.1173,1924.5
1299.8,4.1173,1924.5
1299.8,4.1173,1924.6
1299.8,4.1173,1924.6
1299.8,4.1173,1924.6
1299.8,4.1173,1924.7
1299.8,4.1173,1924.7
1299.8,4.1176,1924.8
1299.8,4.1176,1924.8
1299.8,4.1176,1924.8
1299.8,4.1176,1924.9
1299.8,4.1176,1924.9
1299.8,4.1176,1924.9
1299.8,4.1176,1925
1299.8,4.1176,1925
1299.8,4.1176,1925
1299.8,4.1176,1925.1
1299.8,4.1176,1925.1
1299.8,4.1176,1925.2
1299.8,4.1176,1925.2
1299.8,4.1176,1925.2
1299.8,4.1176,1925.3
1299.8,4.1176,1925.3
1299.8,4.1176,1925.3
1299.8,4.1176,1925.4
1299.8,4.1176,1925.4
1299.8,4.1176,1925.4
1299.8,4.1176,1925.5
1299.8,4.1176,1925.5
1299.8,4.1176,1925.6
1299.8,4.1176,1925.6
1299.8,4.1176,1925.6
1299.8,4.1176,1925.7
1299.8,4.1176,1925.7
1299.8,4.1176,1925.7
1299.8,4.1176,1925.8
1299.8,4.1176,1925.8
1299.8,4.1179,1925.8
1299.8,4.1179,1925.9
1299.8,4.1179,1925.9
1299.8,4.1179,1925.9
1299.8,4.1179,1926
1299.8,4.1179,1926
1299.8,4.1179,1926.1
1299.8,4.1179,1926.1
1299.8,4.1179,1926.1
1299.8,4.1179,1926.2
1299.8,4.1179,1926.2
1299.8,4.1179,1926.2
1299.8,4.1179,1926.3
1299.8,4.1179,1926.3
1299.8,4.1179,1926.3
1299.8,4.1179,1926.4
1299.8,4.1179,1926.4
1299.8,4.1179,1926.5
1299.8,4.1179,1926.5
1299.8,4.1179,1926.5
1299.8,4.1179,1926.6
1299.8,4.1179,1926.6
1299.8,4.1179,1926.6
1299.8,4.1179,1926.7
1299.8,4.1179,1926.7
1299.8,4.1179,1926.7
1299.8,4.1183,1926.8
1299.8,4.1183,1926.8
1299.8,4.1183,1926.9
1299.8,4.1183,1926.9
1299.8,4.1183,1926.9
1299.8,4.1183,1927
1299.8,4.1183,1927
1299.8,4.1183,1927
1299.8,4.1183,1927.1
1299.8,4.1183,1927.1
1299.8,4.1183,1927.1
1299.8,4.1183,1927.2
1299.8,4.1183,1927.2
1299.8,4.1183,1927.2
1299.8,4.1183,1927.3
1299.8,4.1183,1927.3
1299.8,4.1183,1927.4
1299.8,4.1183,1927.4
1299.8,4.1183,1927.4
1299.8,4.1183,1927.5
1299.8,4.1183,1927.5
1299.8,4.1183,1927.5
1299.8,4.1183,1927.6
1299.8,4.1183,1927.6
1299.8,4.1183,1927.6
1299.8,4.1183,1927.7
1299.8,4.1183,1927.7
1299.8,4.1183,1927.8
1299.8,4.1183,1927.8
1299.8,4.1186,1927.8
1299.8,4.1186,1927.9
1299.8,4.1186,1927.9
1299.8,4.1186,1927.9
1299.8,4.1186,1928
1299.8,4.1186,1928
1299.8,4.1186,1928
1299.8,4.1186,1928.1
1299.8,4.1186,1928.1
1299.8,4.1186,1928.1
1299.8,4.1186,1928.2
1299.8,4.1186,1928.2
1299.8,4.1186,1928.3
1299.8,4.1186,1928.3
1299.8,4.1186,1928.3
1299.8,4.1186,1928.4
1299.8,4.1186,1928.4
1299.8,4.1186,1928.4
1299.8,4.1186,1928.5
1299.8,4.1186,1928.5
1299.8,4.1186,1928.5
1299.8,4.1186,1928.6
1299.8,4.1189,1928.6
1299.8,4.1189,1928.7
1299.8,4.1189,1928.7
1299.8,4.1189,1928.7
1299.8,4.1189,1928.8
1299.8,4.1189,1928.8
1299.8,4.1189,1928.8
1299.8,4.1189,1928.9
1299.8,4.1189,1928.9
1299.8,4.1189,1928.9
1299.8,4.1189,1929
1299.8,4.1189,1929
1299.8,4.1189,1929.1
1299.8,4.1189,1929.1
1299.8,4.1189,1929.1
1299.8,4.1189,1929.2
1299.8,4.1189,1929.2
1299.8,4.1189,1929.2
1299.8,4.1189,1929.3
1299.8,4.1189,1929.3
1299.8,4.1189,1929.3
1299.8,4.1189,1929.4
1299.8,4.1189,1929.4
1299.8,4.1189,1929.4
1299.8,4.1189,1929.5
1299.8,4.1189,1929.5
1299.8,4.1189,1929.6
1299.8,4.1189,1929.6
1299.8,4.1189,1929.6
1299.8,4.1189,1929.7
1299.8,4.1189,1929.7
1299.8,4.1189,1929.7
1299.8,4.1192,1929.8
1299.8,4.1192,1929.8
1299.8,4.1192,1929.8
1299.8,4.1192,1929.9
1299.8,4.1192,1929.9
1299.8,4.1192,1930
1299.8,4.1192,1930
1299.8,4.1192,1930
1299.8,4.1192,1930.1
1299.8,4.1192,1930.1
1299.8,4.1192,1930.1
1299.8,4.1192,1930.2
1299.8,4.1192,1930.2
1299.8,4.1192,1930.2
1299.8,4.1192,1930.3
1299.8,4.1192,1930.3
1299.8,4.1192,1930.4
1299.8,4.1192,1930.4
1299.8,4.1192,1930.4
1299.8,4.1192,1930.5
1299.8,4.1192,1930.5
1299.8,4.1192,1930.5
1299.8,4.1192,1930.6
1299.8,4.1192,1930.6
1299.8,4.1192,1930.6
1299.8,4.1195,1930.7
1299.8,4.1195,1930.7
1299.8,4.1195,1930.7
1299.8,4.1195,1930.8
1299.8,4.1195,1930.8
1299.8,4.1195,1930.9
1299.8,4.1195,1930.9
1299.8,4.1195,1930.9
1299.8,4.1195,1931
1299.8,4.1195,1931
1299.8,4.1195,1931
1299.8,4.1195,1931.1
1299.8,4.1195,1931.1
1299.8,4.1195,1931.1
1299.8,4.1195,1931.2
1299.8,4.1195,1931.2
1299.8,4.1195,1931.3
1299.8,4.1195,1931.3
1299.8,4.1195,1931.3
1299.8,4.1195,1931.4
1299.8,4.1195,1931.4
1299.8,4.1195,1931.4
1299.8,4.1198,1931.5
1299.8,4.1198,1931.5
1299.8,4.1198,1931.5
1299.8,4.1198,1931.6
1299.8,4.1198,1931.6
1299.8,4.1198,1931.6
1299.8,4.1198,1931.7
1299.8,4.1198,1931.7
1299.8,4.1198,1931.8
1299.8,4.1198,1931.8
1299.8,4.1198,1931.8
1299.8,4.1198,1931.9
1299.8,4.1198,1931.9
1299.8,4.1198,1931.9
1299.8,4.1198,1932
1299.8,4.1198,1932
1299.8,4.1198,1932
1299.8,4.1198,1932.1
1299.8,4.1198,1932.1
1299.8,4.1198,1932.2
1299.8,4.1198,1932.2
1299.8,4.1198,1932.2
1299.8,4.1198,1932.3
1299.8,4.1198,1932.3
1299.8,4.1198,1932.3
1299.8,4.1198,1932.4
1299.8,4.1198,1932.4
1299.8,4.1198,1932.4
1299.8,4.1198,1932.5
1299.8,4.1198,1932.5
1299.8,4.1198,1932.6
1299.8,4.1198,1932.6
1299.8,4.1198,1932.6
1299.8,4.1198,1932.7
1299.8,4.1201,1932.7
1299.8,4.1201,1932.7
1299.8,4.1201,1932.8
1299.8,4.1201,1932.8
1299.8,4.1201,1932.8
1299.8,4.1201,1932.9
1299.8,4.1201,1932.9
1299.8,4.1201,1932.9
1299.8,4.1201,1933
1299.8,4.1201,1933
1299.8,4.1201,1933.1
1299.8,4.1201,1933.1
1299.8,4.1201,1933.1
1299.8,4.1201,1933.2
1299.8,4.1201,1933.2
1299.8,4.1201,1933.2
1299.8,4.1201,1933.3
1299.8,4.1201,1933.3
1299.8,4.1201,1933.3
1299.8,4.1201,1933.4
1299.8,4.1201,1933.4
1299.8,4.1201,1933.5
1299.8,4.1201,1933.5
1299.8,4.1201,1933.5
1299.8,4.1201,1933.6
1299.8,4.1201,1933.6
1299.8,4.1201,1933.6
1299.8,4.1201,1933.7
1299.8,4.1204,1933.7
1299.8,4.1204,1933.7
1299.8,4.1204,1933.8
1299.8,4.1204,1933.8
1299.8,4.1204,1933.9
1299.8,4.1204,1933.9
1299.8,4.1204,1933.9
1299.8,4.1204,1934
1299.8,4.1204,1934
1299.8,4.1204,1934
1299.8,4.1204,1934.1
1299.8,4.1204,1934.1
1299.8,4.1204,1934.1
1299.8,4.1204,1934.2
1299.8,4.1204,1934.2
1299.8,4.1204,1934.2
1299.8,4.1204,1934.3
1299.8,4.1204,1934.3
1299.8,4.1204,1934.4
1299.8,4.1204,1934.4
1299.8,4.1204,1934.4
1299.8,4.1204,1934.5
1299.8,4.1204,1934.5
1299.8,4.1204,1934.5
1299.8,4.1204,1934.6
1299.8,4.1204,1934.6
1299.8,4.1204,1934.6
1299.8,4.1207,1934.7
1299.8,4.1207,1934.7
1299.8,4.1207,1934.8
1299.8,4.1207,1934.8
1299.8,4.1207,1934.8
1299.8,4.1207,1934.9
1299.8,4.1207,1934.9
1299.8,4.1207,1934.9
1299.8,4.1207,1935
1299.8,4.1207,1935
1299.8,4.1207,1935
1299.8,4.1207,1935.1
1299.8,4.1207,1935.1
1299.8,4.1207,1935.1
1299.8,4.1207,1935.2
1299.8,4.1207,1935.2
1299.8,4.1207,1935.3
1299.8,4.1207,1935.3
1299.8,4.1207,1935.3
1299.8,4.1207,1935.4
