4407	140	100	257	1453303394448
4407	138	100	257	1453303454439
4407	134	100	257	1453303514438
4407	129	100	257	1453303574443
4407	126	100	257	1453303634437
4407	123	100	257	1453303694443
4407	120	100	257	1453303754441
4407	118	100	257	1453303814439
4407	115	100	257	1453303874447
4407	112	100	257	1453303934443
4407	108	100	257	1453303994440
4407	105	100	257	1453304054439
4407	105	100	257	1453304114449
4407	102	100	257	1453304174431
4407	100	100	257	1453304234429
4395	0	100	257	1453304294448
4395	0	100	255	1453304355949
4395	0	100	255	1453304415941
4394	0	100	255	1453304475127
4393	0	100	255	1453304534463
4393	0	100	255	1453304595054
4393	0	100	255	1453304656017
4392	0	100	255	1453304714441
4392	0	100	255	1453304774631
4391	0	100	252	1453304836027
4391	0	100	252	1453304894436
4391	0	100	255	1453304956026
4391	0	100	252	1453305014440
4390	0	100	252	1453305074639
4390	0	100	252	1453305136056
4390	0	100	252	1453305196056
4390	0	100	252	1453305255913
4390	0	100	252	1453305314816
4390	0	100	252	1453305376072
4390	0	100	252	1453305435155
4389	0	100	252	1453305496057
4389	0	100	252	1453305555076
4389	0	100	252	1453305614423
4389	0	100	252	1453305676053
4389	0	100	252	1453305735286
4389	0	100	252	1453305796036
4389	0	100	252	1453305854427
4388	0	100	252	1453305915058
4388	0	100	252	1453305976019
4388	0	100	252	1453306035036
4388	0	100	252	1453306096066
4388	0	100	252	1453306155073
4388	0	100	252	1453306214441
4388	0	100	252	1453306276046
4387	0	100	252	1453306334990
4388	0	100	252	1453306394909
4388	0	100	252	1453306455288
4387	0	100	252	1453306514656
4387	0	100	252	1453306575602
4387	0	100	252	1453306636116
4387	0	100	252	1453306695059
4387	0	100	252	1453306756054
4387	0	100	252	1453306816037
4387	0	100	252	1453306876150
4387	0	100	252	1453306936044
4387	0	100	255	1453306994447
4387	0	100	252	1453307054512
4387	0	100	252	1453307116054
4387	0	100	252	1453307176048
4387	0	100	252	1453307234434
4387	0	100	252	1453307296051
4386	0	100	252	1453307354442
4386	0	100	252	1453307415050
4386	0	100	252	1453307475085
4386	0	100	252	1453307536086
4386	0	100	252	1453307596073
4386	0	100	252	1453307656062
4386	0	100	252	1453307714440
4386	0	100	252	1453307776053
4386	0	100	252	1453307835163
4386	0	100	252	1453307896070
4386	0	100	252	1453307955049
4386	0	100	252	1453308014439
4386	0	100	252	1453308074438
4385	0	100	252	1453308136084
4386	0	100	252	1453308194436
4386	0	100	252	1453308254954
4385	0	100	252	1453308315060
4385	0	100	255	1453308374441
4385	0	100	255	1453308435066
4385	0	100	255	1453308496039
4385	0	100	255	1453308554450
4385	0	100	255	1453308614443
4385	0	100	255	1453308675072
4385	0	100	255	1453308734978
4385	0	100	255	1453308796099
4385	0	100	255	1453308854435
4385	0	100	255	1453308914501
4385	0	100	255	1453308975666
4384	0	100	255	1453309034435
4384	0	100	255	1453309095924
4384	0	100	255	1453309154445
4385	0	100	255	1453309214435
4385	0	100	255	1453309274440
4384	0	100	255	1453309334511
4384	0	100	255	1453309395070
4384	0	100	255	1453309456048
4384	0	100	255	1453309514617
4384	0	100	255	1453309574646
4384	0	100	255	1453309634445
4384	0	100	255	1453309694609
4384	0	100	255	1453309756065
4384	0	100	255	1453309814447
4384	0	100	255	1453309875098
4384	0	100	255	1453309934442
4384	0	100	255	1453309994542
4384	0	100	255	1453310055952
4384	0	100	255	1453310114441
4384	0	100	255	1453310174438
4384	0	100	255	1453310235063
4384	0	100	255	1453310294527
4384	0	100	255	1453310354608
4384	0	100	255	1453310416077
4384	0	100	255	1453310476074
4384	0	100	255	1453310536093
4384	0	100	255	1453310594443
4384	0	100	255	1453310656075
4384	0	100	255	1453310714434
4384	0	100	255	1453310775088
4384	0	100	255	1453310835063
4383	0	100	255	1453310895673
4383	0	100	255	1453310954517
4383	0	100	255	1453311014441
4383	0	100	255	1453311076062
4383	0	100	255	1453311135106
4384	0	100	255	1453311195129
4383	0	100	255	1453311254477
4383	0	100	255	1453311315072
4383	0	100	255	1453311376111
4383	0	100	255	1453311434437
4383	0	100	255	1453311494697
4383	0	100	255	1453311554428
4383	0	100	255	1453311615091
4383	0	100	255	1453311676077
4383	0	100	255	1453311734440
4383	0	100	255	1453311795881
4383	0	100	255	1453311856071
4383	0	100	255	1453311915083
4383	0	100	255	1453311974440
4383	0	100	255	1453312034443
4383	0	100	252	1453312094438
4383	0	100	255	1453312154439
4383	0	100	255	1453312214513
4383	0	100	255	1453312276132
4383	0	100	255	1453312336100
4383	0	100	255	1453312395818
4383	0	100	255	1453312455537
4383	0	100	252	1453312515104
4383	0	100	252	1453312575021
4383	0	100	252	1453312636069
4383	0	100	252	1453312694441
4383	0	100	252	1453312754701
4382	0	100	252	1453312815621
4382	0	100	255	1453312876074
4382	0	100	255	1453312934439
4382	0	100	252	1453312994446
4382	0	100	252	1453313054452
4382	0	100	252	1453313115215
