4382	0	100	252	1453313175113
4382	0	100	252	1453313235091
4382	0	100	252	1453313296113
4382	0	100	252	1453313354435
4382	0	100	252	1453313415113
4382	0	100	252	1453313474440
4382	0	100	252	1453313535034
4382	0	100	252	1453313596093
4382	0	100	252	1453313654438
4382	0	100	252	1453313714700
4382	0	100	252	1453313774714
4382	0	100	252	1453313836114
4382	0	100	252	1453313895110
4382	0	100	252	1453313954440
4382	0	100	252	1453314014436
4382	0	100	252	1453314074440
4382	0	100	252	1453314136071
4382	0	100	252	1453314195107
4382	0	100	252	1453314254421
4382	0	100	252	1453314314445
4382	0	100	252	1453314376098
4382	0	100	252	1453314434627
4382	0	100	252	1453314495006
4381	0	100	252	1453314556147
4381	0	100	252	1453314614451
4382	0	100	252	1453314674718
4382	0	100	252	1453314735111
4382	0	100	252	1453314796095
4381	0	100	252	1453314856117
4382	0	100	252	1453314914439
4382	0	100	252	1453314974688
4381	0	100	252	1453315034444
4381	0	100	252	1453315094435
4381	0	100	252	1453315155101
4381	0	100	252	1453315216090
4381	0	100	252	1453315274439
4381	0	100	252	1453315336090
4381	0	100	252	1453315395101
4381	0	100	252	1453315456092
4381	0	100	252	1453315516091
4381	0	100	252	1453315576113
4381	0	100	252	1453315634710
4381	0	100	252	1453315694445
4381	0	100	255	1453315754442
4381	0	100	255	1453315815107
4381	0	100	252	1453315874441
4381	0	100	255	1453315934441
4381	0	100	252	1453315994446
4381	0	100	255	1453316054512
4381	0	100	255	1453316115132
4381	0	100	252	1453316174428
4381	0	100	252	1453316235825
4381	0	100	252	1453316296114
4381	0	100	252	1453316354435
4381	0	100	252	1453316414596
4381	0	100	252	1453316476126
4381	0	100	252	1453316534442
4381	0	100	252	1453316594571
4381	0	100	252	1453316654434
4381	0	100	252	1453316716164
4381	0	100	252	1453316774440
4381	0	100	255	1453316836093
4381	0	100	255	1453316896102
4381	0	100	255	1453316954443
4381	0	100	255	1453317015085
4381	0	100	255	1453317074448
4381	0	100	255	1453317136100
4381	0	100	255	1453317194430
4381	0	100	255	1453317256102
4381	0	100	255	1453317314436
4380	0	100	255	1453317376092
4380	0	100	255	1453317436146
4381	0	100	255	1453317494440
4381	0	100	255	1453317554705
4380	0	100	255	1453317615143
4380	0	100	255	1453317676104
4380	0	100	255	1453317735985
4380	0	100	255	1453317794440
4380	0	100	255	1453317854447
4380	0	100	255	1453317914438
4380	0	100	252	1453317974563
4380	0	100	252	1453318035141
4380	0	100	252	1453318096091
4380	0	100	252	1453318156148
4380	0	100	252	1453318216167
4380	0	100	252	1453318275118
4380	0	100	252	1453318335034
