Timestamp,Voltage1,Current,CurrentCapacity,TotalCapacity
198,7.06,706.0,0.04,0.04
738,7.08,708.0,0.11,0.15
1272,7.06,706.0,0.1,0.25
1806,7.06,706.0,0.1,0.35
2343,7.06,706.0,0.11,0.46
2878,7.06,706.0,0.1,0.56
3411,7.06,706.0,0.1,0.67
3946,7.06,706.0,0.1,0.77
4480,7.06,706.0,0.1,0.88
5014,7.08,708.0,0.11,0.98
5549,7.03,703.0,0.1,1.09
6083,7.08,708.0,0.11,1.19
6621,7.06,706.0,0.11,1.3
7160,7.06,706.0,0.11,1.4
7694,7.06,706.0,0.1,1.51
8228,7.06,706.0,0.1,1.61
8762,7.06,706.0,0.1,1.72
9296,7.06,706.0,0.1,1.82
9831,7.06,706.0,0.1,1.93
10365,7.06,706.0,0.1,2.03
10899,7.03,703.0,0.1,2.14
11435,7.03,703.0,0.1,2.24
11969,7.06,706.0,0.1,2.35
12507,7.06,706.0,0.11,2.45
13043,7.06,706.0,0.11,2.56
13578,7.06,706.0,0.1,2.66
14114,7.06,706.0,0.11,2.77
14649,7.06,706.0,0.1,2.87
15183,7.06,706.0,0.1,2.98
15718,7.06,706.0,0.1,3.08
16252,7.06,706.0,0.1,3.19
16787,7.06,706.0,0.1,3.29
17325,7.06,706.0,0.11,3.4
17858,7.06,706.0,0.1,3.5
18393,7.08,708.0,0.11,3.61
18926,7.06,706.0,0.1,3.71
19461,7.06,706.0,0.1,3.82
19998,7.06,706.0,0.11,3.92
20536,7.06,706.0,0.11,4.03
21070,7.06,706.0,0.1,4.13
21605,7.06,706.0,0.1,4.24
22142,7.06,706.0,0.11,4.34
22676,7.06,706.0,0.1,4.45
23211,7.06,706.0,0.1,4.55
23745,7.03,703.0,0.1,4.66
24279,7.06,706.0,0.1,4.76
24813,7.06,706.0,0.1,4.87
25348,7.06,706.0,0.1,4.97
25882,7.06,706.0,0.1,5.08
26420,7.03,703.0,0.11,5.18
26957,7.03,703.0,0.1,5.29
27494,7.06,706.0,0.11,5.39
28028,7.06,706.0,0.1,5.5
28562,7.03,703.0,0.1,5.6
29096,7.03,703.0,0.1,5.7
29631,7.06,706.0,0.1,5.81
30166,7.03,703.0,0.1,5.91
30700,7.03,703.0,0.1,6.02
31235,7.03,703.0,0.1,6.12
31769,7.06,706.0,0.1,6.23
32307,7.06,706.0,0.11,6.33
32840,7.06,706.0,0.1,6.44
33378,7.06,706.0,0.11,6.54
33914,7.06,706.0,0.11,6.65
34449,7.06,706.0,0.1,6.75
34983,7.06,706.0,0.1,6.86
35518,7.03,703.0,0.1,6.96
36052,7.06,706.0,0.1,7.07
36587,7.06,706.0,0.1,7.17
37124,7.03,703.0,0.1,7.28
37658,7.03,703.0,0.1,7.38
38192,7.03,703.0,0.1,7.48
38726,7.06,706.0,0.1,7.59
39261,7.06,706.0,0.1,7.69
39798,7.03,703.0,0.1,7.8
40332,7.03,703.0,0.1,7.9
40870,7.06,706.0,0.11,8.01
41405,7.03,703.0,0.1,8.11
41942,7.03,703.0,0.1,8.22
42476,7.03,703.0,0.1,8.32
43011,7.03,703.0,0.1,8.43
43544,7.03,703.0,0.1,8.53
44079,7.06,706.0,0.1,8.64
44613,7.06,706.0,0.1,8.74
45148,7.03,703.0,0.1,8.84
45682,7.06,706.0,0.1,8.95
46217,7.06,706.0,0.1,9.05
46756,7.06,706.0,0.11,9.16
47294,7.03,703.0,0.11,9.27
47827,7.06,706.0,0.1,9.37
48362,7.03,703.0,0.1,9.47
48897,7.03,703.0,0.1,9.58
49430,7.06,706.0,0.1,9.68
49966,7.06,706.0,0.11,9.79
50499,7.06,706.0,0.1,9.89
51034,7.03,703.0,0.1,10.0
51569,7.03,703.0,0.1,10.1
52106,7.03,703.0,0.1,10.21
52640,7.03,703.0,0.1,10.31
53177,7.06,706.0,0.11,10.42
53711,7.03,703.0,0.1,10.52
54248,7.03,703.0,0.1,10.63
54782,7.06,706.0,0.1,10.73
55317,7.06,706.0,0.1,10.84
55852,7.06,706.0,0.1,10.94
56387,7.06,706.0,0.1,11.05
56924,7.06,706.0,0.11,11.15
57457,7.06,706.0,0.1,11.25
57992,7.03,703.0,0.1,11.36
58526,7.03,703.0,0.1,11.46
59060,7.06,706.0,0.1,11.57
59594,7.06,706.0,0.1,11.67
60132,7.03,703.0,0.11,11.78
60669,7.06,706.0,0.11,11.88
61204,7.06,706.0,0.1,11.99
61742,7.03,703.0,0.11,12.09
62275,7.06,706.0,0.1,12.2
62810,7.03,703.0,0.1,12.3
63344,7.06,706.0,0.1,12.41
63879,7.06,706.0,0.1,12.51
64412,7.03,703.0,0.1,12.62
64947,7.03,703.0,0.1,12.72
65481,7.03,703.0,0.1,12.82
66016,7.06,706.0,0.1,12.93
66556,7.03,703.0,0.11,13.04
67090,7.06,706.0,0.1,13.14
67628,7.03,703.0,0.11,13.25
68161,7.06,706.0,0.1,13.35
68696,7.06,706.0,0.1,13.45
69230,7.03,703.0,0.1,13.56
69765,7.06,706.0,0.1,13.66
70299,7.03,703.0,0.1,13.77
70834,7.06,706.0,0.1,13.87
71368,7.03,703.0,0.1,13.98
71906,7.03,703.0,0.11,14.08
72440,7.03,703.0,0.1,14.19
72974,7.03,703.0,0.1,14.29
73511,7.06,706.0,0.11,14.4
74049,7.03,703.0,0.11,14.5
74584,7.06,706.0,0.1,14.61
75118,7.06,706.0,0.1,14.71
75652,7.03,703.0,0.1,14.82
76187,7.03,703.0,0.1,14.92
76724,7.06,706.0,0.11,15.02
77258,7.06,706.0,0.1,15.13
77793,7.03,703.0,0.1,15.23
78326,7.03,703.0,0.1,15.34
78861,7.03,703.0,0.1,15.44
79395,7.03,703.0,0.1,15.55
79932,7.03,703.0,0.1,15.65
80466,7.03,703.0,0.1,15.76
81005,7.06,706.0,0.11,15.86
81542,7.03,703.0,0.1,15.97
82075,7.06,706.0,0.1,16.07
82610,7.03,703.0,0.1,16.18
83144,7.03,703.0,0.1,16.28
83678,7.03,703.0,0.1,16.38
84212,7.03,703.0,0.1,16.49
84747,7.03,703.0,0.1,16.59
85281,7.03,703.0,0.1,16.7
85816,7.03,703.0,0.1,16.8
86350,7.03,703.0,0.1,16.91
86891,7.03,703.0,0.11,17.01
87428,7.03,703.0,0.1,17.12
87962,7.06,706.0,0.1,17.22
88497,7.03,703.0,0.1,17.33
89030,7.06,706.0,0.1,17.43
89565,7.06,706.0,0.1,17.54
90099,7.03,703.0,0.1,17.64
90634,7.03,703.0,0.1,17.74
91168,7.03,703.0,0.1,17.85
91706,7.06,706.0,0.11,17.95
92240,7.06,706.0,0.1,18.06
92774,7.03,703.0,0.1,18.16
93312,7.06,706.0,0.11,18.27
93846,7.03,703.0,0.1,18.37
94383,7.03,703.0,0.1,18.48
94917,7.06,706.0,0.1,18.58
95452,7.06,706.0,0.1,18.69
95986,7.06,706.0,0.1,18.79
96524,7.06,706.0,0.11,18.9
97057,7.03,703.0,0.1,19.0
97592,7.03,703.0,0.1,19.11
98126,7.03,703.0,0.1,19.21
98660,7.06,706.0,0.1,19.31
99194,7.06,706.0,0.1,19.42
99729,7.03,703.0,0.1,19.52
100267,7.03,703.0,0.11,19.63
100805,7.03,703.0,0.11,19.73
101342,7.03,703.0,0.1,19.84
101876,7.03,703.0,0.1,19.94
102411,7.03,703.0,0.1,20.05
102945,7.03,703.0,0.1,20.15
103480,7.06,706.0,0.1,20.26
104014,7.03,703.0,0.1,20.36
104549,7.06,706.0,0.1,20.47
105083,7.03,703.0,0.1,20.57
105618,7.03,703.0,0.1,20.67
106152,7.03,703.0,0.1,20.78
106693,7.03,703.0,0.11,20.88
107228,7.03,703.0,0.1,20.99
107759,7.03,703.0,0.1,21.09
108294,7.03,703.0,0.1,21.2
108828,7.06,706.0,0.1,21.3
109363,7.06,706.0,0.1,21.41
109897,7.06,706.0,0.1,21.51
110432,7.03,703.0,0.1,21.62
110966,7.03,703.0,0.1,21.72
111504,7.03,703.0,0.11,21.83
112038,7.03,703.0,0.1,21.93
112573,7.03,703.0,0.1,22.03
113110,7.06,706.0,0.11,22.14
113644,7.06,706.0,0.1,22.24
114182,7.03,703.0,0.11,22.35
114716,7.03,703.0,0.1,22.45
115251,7.06,706.0,0.1,22.56
115786,7.03,703.0,0.1,22.66
116323,7.03,703.0,0.1,22.77
116857,7.06,706.0,0.1,22.87
117392,7.03,703.0,0.1,22.98
117926,7.03,703.0,0.1,23.08
118461,7.03,703.0,0.1,23.19
118995,7.03,703.0,0.1,23.29
119533,7.03,703.0,0.11,23.4
120068,7.06,706.0,0.1,23.5
120605,7.03,703.0,0.1,23.6
121143,7.03,703.0,0.11,23.71
121676,7.03,703.0,0.1,23.81
122211,7.06,706.0,0.1,23.92
122745,7.03,703.0,0.1,24.02
123280,7.03,703.0,0.1,24.13
123814,7.03,703.0,0.1,24.23
124349,7.03,703.0,0.1,24.34
124883,7.03,703.0,0.1,24.44
125418,7.03,703.0,0.1,24.55
125957,7.03,703.0,0.11,24.65
126493,7.03,703.0,0.1,24.76
127031,7.06,706.0,0.11,24.86
127565,7.03,703.0,0.1,24.97
128099,7.03,703.0,0.1,25.07
128633,7.03,703.0,0.1,25.17
129169,7.03,703.0,0.1,25.28
129703,7.03,703.0,0.1,25.38
130238,7.06,706.0,0.1,25.49
130772,7.03,703.0,0.1,25.59
131311,7.03,703.0,0.11,25.7
131845,7.03,703.0,0.1,25.8
132379,7.06,706.0,0.1,25.91
132917,7.03,703.0,0.11,26.01
133453,7.03,703.0,0.1,26.12
133988,7.03,703.0,0.1,26.22
134522,7.03,703.0,0.1,26.32
135058,7.06,706.0,0.11,26.43
135592,7.03,703.0,0.1,26.53
136130,7.03,703.0,0.11,26.64
136665,7.03,703.0,0.1,26.74
137198,7.03,703.0,0.1,26.85
137733,7.03,703.0,0.1,26.95
138267,7.03,703.0,0.1,27.06
138802,7.03,703.0,0.1,27.16
139339,7.03,703.0,0.1,27.27
139877,7.03,703.0,0.11,27.37
140411,7.03,703.0,0.1,27.47
140949,7.03,703.0,0.11,27.58
141484,7.03,703.0,0.1,27.68
142017,7.03,703.0,0.1,27.79
142552,7.03,703.0,0.1,27.89
143086,7.03,703.0,0.1,28.0
143621,7.03,703.0,0.1,28.1
144155,7.06,706.0,0.1,28.21
144690,7.03,703.0,0.1,28.31
145224,7.03,703.0,0.1,28.42
145763,7.01,701.0,0.1,28.52
146299,6.98,698.0,0.1,28.62
146837,7.06,706.0,0.11,28.73
147372,7.06,706.0,0.1,28.83
147905,7.06,706.0,0.1,28.94
148440,7.08,708.0,0.11,29.04
148975,7.08,708.0,0.11,29.15
149510,7.08,708.0,0.11,29.25
150044,7.06,706.0,0.1,29.36
150579,7.08,708.0,0.11,29.46
151116,7.06,706.0,0.11,29.57
151651,7.06,706.0,0.1,29.67
152187,7.06,706.0,0.11,29.78
152722,7.08,708.0,0.11,29.89
153260,7.08,708.0,0.11,29.99
153794,7.08,708.0,0.11,30.1
154329,7.06,706.0,0.1,30.2
154863,7.06,706.0,0.1,30.31
155399,7.08,708.0,0.11,30.41
155935,7.06,706.0,0.11,30.52
156470,7.08,708.0,0.11,30.62
157004,7.06,706.0,0.1,30.73
157539,7.06,706.0,0.1,30.83
158073,7.06,706.0,0.1,30.94
158611,7.08,708.0,0.11,31.04
159145,7.06,706.0,0.1,31.15
159683,7.06,706.0,0.11,31.25
160218,7.08,708.0,0.11,31.36
160755,7.08,708.0,0.11,31.46
161290,7.08,708.0,0.11,31.57
161824,7.08,708.0,0.11,31.67
162358,7.08,708.0,0.11,31.78
162892,7.08,708.0,0.11,31.88
163427,7.08,708.0,0.11,31.99
163961,7.06,706.0,0.1,32.09
164496,7.08,708.0,0.11,32.2
165031,7.08,708.0,0.11,32.3
165569,7.06,706.0,0.11,32.41
166109,7.06,706.0,0.11,32.51
166643,7.06,706.0,0.1,32.62
167178,7.06,706.0,0.1,32.72
167712,7.08,708.0,0.11,32.83
168247,7.06,706.0,0.1,32.93
168781,7.08,708.0,0.11,33.04
169316,7.08,708.0,0.11,33.14
169850,7.06,706.0,0.1,33.25
170385,7.08,708.0,0.11,33.35
170923,7.08,708.0,0.11,33.46
171457,7.08,708.0,0.11,33.57
171994,7.06,706.0,0.11,33.67
172531,7.06,706.0,0.11,33.78
173066,7.06,706.0,0.1,33.88
173600,7.06,706.0,0.1,33.99
174135,7.06,706.0,0.1,34.09
174669,7.06,706.0,0.1,34.2
175205,7.08,708.0,0.11,34.3
175741,7.06,706.0,0.11,34.41
176276,7.06,706.0,0.1,34.51
176811,7.06,706.0,0.1,34.62
177345,7.06,706.0,0.1,34.72
177879,7.08,708.0,0.11,34.83
178416,7.08,708.0,0.11,34.93
178951,7.06,706.0,0.1,35.04
179488,7.06,706.0,0.11,35.14
180024,7.06,706.0,0.11,35.25
180561,7.06,706.0,0.11,35.35
181095,7.08,708.0,0.11,35.46
181629,7.08,708.0,0.11,35.56
182164,7.08,708.0,0.11,35.67
182699,7.08,708.0,0.11,35.77
183233,7.08,708.0,0.11,35.88
183768,7.06,706.0,0.1,35.98
184302,7.06,706.0,0.1,36.09
184840,7.06,706.0,0.11,36.19
185374,7.08,708.0,0.11,36.3
185915,7.08,708.0,0.11,36.4
186448,7.03,703.0,0.1,36.51
186983,7.08,708.0,0.11,36.61
187517,7.08,708.0,0.11,36.72
188052,7.06,706.0,0.1,36.82
188587,7.08,708.0,0.11,36.93
189121,7.08,708.0,0.11,37.03
189656,7.06,706.0,0.1,37.14
190191,7.06,706.0,0.1,37.24
190729,7.06,706.0,0.11,37.35
191266,7.06,706.0,0.11,37.45
191800,7.08,708.0,0.11,37.56
192337,7.06,706.0,0.11,37.66
192872,7.06,706.0,0.1,37.77
193406,7.06,706.0,0.1,37.87
193941,7.08,708.0,0.11,37.98
194476,7.06,706.0,0.1,38.08
195011,7.08,708.0,0.11,38.19
195549,7.08,708.0,0.11,38.29
196082,7.06,706.0,0.1,38.4
196617,7.06,706.0,0.1,38.5
197151,7.06,706.0,0.1,38.61
197686,7.06,706.0,0.1,38.71
198223,7.06,706.0,0.11,38.82
198761,7.08,708.0,0.11,38.93
199296,7.06,706.0,0.1,39.03
199830,7.08,708.0,0.11,39.14
200368,7.06,706.0,0.11,39.24
200902,7.08,708.0,0.11,39.35
201437,7.06,706.0,0.1,39.45
201970,7.08,708.0,0.1,39.56
202505,7.08,708.0,0.11,39.66
203039,7.08,708.0,0.11,39.77
203574,7.08,708.0,0.11,39.87
204108,7.08,708.0,0.11,39.98
204646,7.06,706.0,0.11,40.08
205186,7.08,708.0,0.11,40.19
205719,7.08,708.0,0.1,40.29
206254,7.06,706.0,0.1,40.4
206788,7.06,706.0,0.1,40.5
207322,7.08,708.0,0.11,40.61
207856,7.06,706.0,0.1,40.71
208391,7.08,708.0,0.11,40.82
208925,7.06,706.0,0.1,40.92
209461,7.06,706.0,0.11,41.03
209995,7.08,708.0,0.11,41.13
210531,7.06,706.0,0.11,41.24
211068,7.06,706.0,0.11,41.34
211603,7.08,708.0,0.11,41.45
212140,7.06,706.0,0.11,41.55
212674,7.06,706.0,0.1,41.66
213209,7.08,708.0,0.11,41.76
213744,7.08,708.0,0.11,41.87
214279,7.06,706.0,0.1,41.97
214813,7.08,708.0,0.11,42.08
215351,7.06,706.0,0.11,42.18
215885,7.08,708.0,0.11,42.29
216420,7.08,708.0,0.11,42.39
216954,7.08,708.0,0.11,42.5
217492,7.06,706.0,0.11,42.6
218027,7.06,706.0,0.1,42.71
218564,7.06,706.0,0.11,42.81
219099,7.06,706.0,0.1,42.92
219633,7.08,708.0,0.11,43.02
220171,7.06,706.0,0.11,43.13
220705,7.08,708.0,0.11,43.23
221239,7.08,708.0,0.11,43.34
221774,7.08,708.0,0.11,43.45
222308,7.06,706.0,0.1,43.55
222842,7.06,706.0,0.1,43.65
223377,7.06,706.0,0.1,43.76
223915,7.06,706.0,0.11,43.86
224450,7.06,706.0,0.1,43.97
224991,7.06,706.0,0.11,44.08
225524,7.08,708.0,0.1,44.18
226059,7.08,708.0,0.11,44.29
226593,7.06,706.0,0.1,44.39
227128,7.06,706.0,0.1,44.5
227662,7.06,706.0,0.1,44.6
228197,7.06,706.0,0.1,44.71
228731,7.06,706.0,0.1,44.81
229266,7.08,708.0,0.11,44.92
229800,7.06,706.0,0.1,45.02
230338,7.06,706.0,0.11,45.13
230876,7.06,706.0,0.11,45.23
231412,7.06,706.0,0.11,45.34
231947,7.06,706.0,0.1,45.44
232481,7.06,706.0,0.1,45.55
233016,7.08,708.0,0.11,45.65
233550,7.08,708.0,0.11,45.76
234086,7.06,706.0,0.11,45.86
234620,7.06,706.0,0.1,45.97
235158,7.06,706.0,0.11,46.07
235692,7.06,706.0,0.1,46.18
236226,7.08,708.0,0.11,46.28
236761,7.06,706.0,0.1,46.39
237298,7.06,706.0,0.11,46.49
237835,7.06,706.0,0.11,46.6
238370,7.06,706.0,0.1,46.7
238905,7.06,706.0,0.1,46.81
239439,7.08,708.0,0.11,46.91
239977,7.06,706.0,0.11,47.02
240512,7.06,706.0,0.1,47.12
241045,7.08,708.0,0.1,47.23
241580,7.06,706.0,0.1,47.33
242114,7.06,706.0,0.1,47.44
242649,7.06,706.0,0.1,47.54
243183,7.06,706.0,0.1,47.65
243721,7.06,706.0,0.11,47.75
244255,7.06,706.0,0.1,47.86
244788,7.06,706.0,0.1,47.96
245325,7.08,708.0,0.11,48.07
245859,7.06,706.0,0.1,48.17
246393,7.06,706.0,0.1,48.28
246928,7.06,706.0,0.1,48.38
247462,7.06,706.0,0.1,48.49
247997,7.06,706.0,0.1,48.59
248531,7.06,706.0,0.1,48.7
249066,7.06,706.0,0.1,48.8
249602,7.08,708.0,0.11,48.91
250142,7.06,706.0,0.11,49.01
250676,7.03,703.0,0.1,49.12
251213,7.06,706.0,0.11,49.22
251748,7.06,706.0,0.1,49.33
252282,7.06,706.0,0.1,49.43
252817,7.08,708.0,0.11,49.54
253351,7.06,706.0,0.1,49.64
253886,7.06,706.0,0.1,49.75
254420,7.06,706.0,0.1,49.85
254955,7.08,708.0,0.11,49.96
255493,7.06,706.0,0.11,50.06
256027,7.06,706.0,0.1,50.17
256564,7.06,706.0,0.11,50.27
257099,7.06,706.0,0.1,50.38
257636,7.06,706.0,0.11,50.48
258170,7.08,708.0,0.11,50.59
258706,7.08,708.0,0.11,50.69
259240,7.08,708.0,0.11,50.8
259775,7.06,706.0,0.1,50.9
260313,7.08,708.0,0.11,51.01
260846,7.08,708.0,0.1,51.11
261381,7.06,706.0,0.1,51.22
261915,7.08,708.0,0.11,51.32
262450,7.06,706.0,0.1,51.43
262987,7.06,706.0,0.11,51.53
263522,7.06,706.0,0.1,51.64
264059,7.06,706.0,0.11,51.74
264594,7.06,706.0,0.1,51.85
265132,7.06,706.0,0.11,51.95
265666,7.06,706.0,0.1,52.06
266201,7.08,708.0,0.11,52.16
266734,7.08,708.0,0.1,52.27
267269,7.08,708.0,0.11,52.37
267803,7.06,706.0,0.1,52.48
268338,7.08,708.0,0.11,52.58
268872,7.06,706.0,0.1,52.69
269408,7.06,706.0,0.11,52.79
269948,7.06,706.0,0.11,52.9
270485,7.08,708.0,0.11,53.0
271020,7.08,708.0,0.11,53.11
271554,7.06,706.0,0.1,53.21
272088,7.08,708.0,0.11,53.32
272623,7.06,706.0,0.1,53.42
273158,7.06,706.0,0.1,53.53
273692,7.06,706.0,0.1,53.63
274227,7.06,706.0,0.1,53.74
274761,7.06,706.0,0.1,53.84
275299,7.06,706.0,0.11,53.95
275833,7.06,706.0,0.1,54.05
276370,7.06,706.0,0.11,54.16
276908,7.06,706.0,0.11,54.26
277442,7.06,706.0,0.1,54.37
277977,7.06,706.0,0.1,54.47
278511,7.06,706.0,0.1,54.58
279046,7.08,708.0,0.11,54.68
279580,7.06,706.0,0.1,54.79
280118,7.08,708.0,0.11,54.89
280652,7.06,706.0,0.1,55.0
281187,7.06,706.0,0.1,55.1
281721,7.06,706.0,0.1,55.21
282255,7.06,706.0,0.1,55.31
282792,7.06,706.0,0.11,55.42
283328,7.08,708.0,0.11,55.52
283866,7.06,706.0,0.11,55.63
284400,7.08,708.0,0.11,55.73
284938,7.08,708.0,0.11,55.84
285472,7.06,706.0,0.1,55.95
286006,7.06,706.0,0.1,56.05
286540,7.06,706.0,0.1,56.15
287075,7.08,708.0,0.11,56.26
287609,7.06,706.0,0.1,56.36
288144,7.06,706.0,0.1,56.47
288678,7.06,706.0,0.1,56.57
289216,7.06,706.0,0.11,56.68
289754,7.06,706.0,0.11,56.79
290291,7.08,708.0,0.11,56.89
290826,7.06,706.0,0.1,57.0
291359,7.06,706.0,0.1,57.1
291894,7.08,708.0,0.11,57.21
292429,7.06,706.0,0.1,57.31
292963,7.08,708.0,0.11,57.42
293498,7.06,706.0,0.1,57.52
294033,7.06,706.0,0.1,57.63
294567,7.06,706.0,0.1,57.73
295105,7.06,706.0,0.11,57.84
295642,7.06,706.0,0.11,57.94
296176,7.08,708.0,0.11,58.05
296714,7.08,708.0,0.11,58.15
297248,7.06,706.0,0.1,58.26
297783,7.06,706.0,0.1,58.36
298317,7.06,706.0,0.1,58.47
298852,7.06,706.0,0.1,58.57
299386,7.08,708.0,0.11,58.68
299924,7.06,706.0,0.11,58.78
300459,7.08,708.0,0.11,58.89
300993,7.06,706.0,0.1,58.99
301527,7.08,708.0,0.11,59.1
302062,7.06,706.0,0.1,59.2
302599,7.06,706.0,0.11,59.31
303136,7.06,706.0,0.11,59.41
303672,7.03,703.0,0.1,59.52
304206,7.08,708.0,0.11,59.62
304744,7.06,706.0,0.11,59.73
305277,7.06,706.0,0.1,59.83
305812,7.06,706.0,0.1,59.94
306347,7.06,706.0,0.1,60.04
306881,7.06,706.0,0.1,60.15
307416,7.06,706.0,0.1,60.25
307950,7.08,708.0,0.11,60.36
308485,7.06,706.0,0.1,60.46
309022,7.08,708.0,0.11,60.57
309563,7.06,706.0,0.11,60.67
310097,7.06,706.0,0.1,60.78
310631,7.06,706.0,0.1,60.88
311165,7.06,706.0,0.1,60.99
311700,7.06,706.0,0.1,61.09
312235,7.06,706.0,0.1,61.2
312769,7.06,706.0,0.1,61.3
313305,7.06,706.0,0.11,61.41
313839,7.06,706.0,0.1,61.51
314374,7.06,706.0,0.1,61.62
314911,7.06,706.0,0.11,61.72
315448,7.06,706.0,0.11,61.83
315982,7.06,706.0,0.1,61.93
316520,7.03,703.0,0.11,62.04
317054,7.06,706.0,0.1,62.14
317589,7.06,706.0,0.1,62.25
318124,7.06,706.0,0.1,62.35
318659,7.08,708.0,0.11,62.46
319194,7.06,706.0,0.1,62.56
319731,7.06,706.0,0.11,62.67
320266,7.06,706.0,0.1,62.77
320799,7.06,706.0,0.1,62.88
321334,7.06,706.0,0.1,62.98
321871,7.06,706.0,0.11,63.09
322406,7.06,706.0,0.1,63.19
322944,7.06,706.0,0.11,63.3
323478,7.06,706.0,0.1,63.4
324014,7.06,706.0,0.11,63.51
324550,7.06,706.0,0.11,63.61
325085,7.08,708.0,0.11,63.72
325619,7.08,708.0,0.11,63.82
326154,7.06,706.0,0.1,63.93
326688,7.08,708.0,0.11,64.03
327223,7.08,708.0,0.11,64.14
327757,7.06,706.0,0.1,64.24
328295,7.06,706.0,0.11,64.35
328829,7.06,706.0,0.1,64.45
329370,7.06,706.0,0.11,64.56
329905,7.08,708.0,0.11,64.66
330438,7.06,706.0,0.1,64.77
330973,7.06,706.0,0.1,64.87
331507,7.06,706.0,0.1,64.98
332042,7.06,706.0,0.1,65.08
332576,7.06,706.0,0.1,65.19
333111,7.08,708.0,0.11,65.29
333646,7.06,706.0,0.1,65.4
334181,7.06,706.0,0.1,65.5
334718,7.06,706.0,0.11,65.61
335255,7.06,706.0,0.11,65.71
335793,7.06,706.0,0.11,65.82
336327,7.06,706.0,0.1,65.92
336862,7.06,706.0,0.1,66.03
337396,7.08,708.0,0.11,66.13
337931,7.06,706.0,0.1,66.24
338465,7.08,708.0,0.11,66.34
339001,7.06,706.0,0.11,66.45
339537,7.08,708.0,0.11,66.55
340072,7.06,706.0,0.1,66.66
340606,7.06,706.0,0.1,66.76
341141,7.06,706.0,0.1,66.87
341678,7.06,706.0,0.11,66.97
342215,7.06,706.0,0.11,67.08
342750,7.06,706.0,0.1,67.18
343285,7.06,706.0,0.1,67.29
343820,7.06,706.0,0.1,67.39
344357,7.06,706.0,0.11,67.5
344892,7.06,706.0,0.1,67.6
345426,7.06,706.0,0.1,67.71
345960,7.06,706.0,0.1,67.81
346496,7.06,706.0,0.11,67.92
347029,7.03,703.0,0.1,68.02
347564,7.06,706.0,0.1,68.13
348102,7.06,706.0,0.11,68.23
348637,7.06,706.0,0.1,68.34
349176,7.06,706.0,0.11,68.44
349711,7.08,708.0,0.11,68.55
350245,7.08,708.0,0.11,68.65
350780,7.06,706.0,0.1,68.76
351314,7.06,706.0,0.1,68.86
351849,7.06,706.0,0.1,68.97
352384,7.08,708.0,0.11,69.07
352918,7.06,706.0,0.1,69.18
353453,7.06,706.0,0.1,69.28
353988,7.06,706.0,0.1,69.39
354528,7.06,706.0,0.11,69.49
355062,7.06,706.0,0.1,69.6
355600,7.06,706.0,0.11,69.7
356134,7.06,706.0,0.1,69.81
356669,7.06,706.0,0.1,69.91
357203,7.06,706.0,0.1,70.02
357738,7.03,703.0,0.1,70.12
358273,7.06,706.0,0.1,70.23
358808,7.08,708.0,0.11,70.33
359345,7.06,706.0,0.11,70.44
359879,7.06,706.0,0.1,70.54
360414,7.06,706.0,0.1,70.65
360950,7.06,706.0,0.11,70.75
361485,7.06,706.0,0.1,70.86
362022,7.03,703.0,0.1,70.96
362557,7.06,706.0,0.1,71.07
363092,7.08,708.0,0.11,71.17
363627,7.06,706.0,0.1,71.28
364165,7.06,706.0,0.11,71.38
364698,7.06,706.0,0.1,71.49
365233,7.03,703.0,0.1,71.59
365767,7.06,706.0,0.1,71.7
366302,7.06,706.0,0.1,71.8
366836,7.08,708.0,0.11,71.91
367371,7.06,706.0,0.1,72.01
367908,7.06,706.0,0.11,72.12
368447,7.06,706.0,0.11,72.22
368984,7.06,706.0,0.11,72.33
369518,7.06,706.0,0.1,72.43
370053,7.06,706.0,0.1,72.54
370587,7.06,706.0,0.1,72.64
371122,7.06,706.0,0.1,72.75
371656,7.06,706.0,0.1,72.85
372191,7.06,706.0,0.1,72.96
372725,7.06,706.0,0.1,73.06
373260,7.06,706.0,0.1,73.17
373795,7.06,706.0,0.1,73.27
374336,7.06,706.0,0.11,73.38
374873,7.06,706.0,0.11,73.48
375407,7.06,706.0,0.1,73.59
375942,7.06,706.0,0.1,73.69
376476,7.06,706.0,0.1,73.8
377011,7.06,706.0,0.1,73.9
377545,7.06,706.0,0.1,74.01
378080,7.06,706.0,0.1,74.11
378615,7.06,706.0,0.1,74.22
379153,7.06,706.0,0.11,74.32
379686,7.08,708.0,0.1,74.43
380221,7.06,706.0,0.1,74.53
380759,7.06,706.0,0.11,74.64
381293,7.06,706.0,0.1,74.74
381825,7.06,706.0,0.1,74.85
382359,7.06,706.0,0.1,74.95
382895,7.06,706.0,0.11,75.06
383429,7.06,706.0,0.1,75.16
383967,7.06,706.0,0.11,75.27
384501,7.06,706.0,0.1,75.37
385035,7.08,708.0,0.11,75.48
385569,7.06,706.0,0.1,75.58
386104,7.08,708.0,0.11,75.69
386638,7.06,706.0,0.1,75.79
387176,7.06,706.0,0.11,75.9
387710,7.06,706.0,0.1,76.0
388248,7.06,706.0,0.11,76.11
388786,7.08,708.0,0.11,76.21
389320,7.06,706.0,0.1,76.32
389855,7.03,703.0,0.1,76.42
390389,7.06,706.0,0.1,76.53
390923,7.06,706.0,0.1,76.63
391458,7.06,706.0,0.1,76.74
391993,7.06,706.0,0.1,76.84
392527,7.06,706.0,0.1,76.95
393062,7.06,706.0,0.1,77.05
